Date,Item Code,Sales Qty,Price in USD,Purchase Date,ItemCode,Item Description,Purchase Qty,Purchase Amount,Supplier,Code,Group,Category,"Quantity
On Hand","Retail
Price","Opening
Cost USD",Color,Size,month_name,year
10/20/2022,3861,1,19.83,9/20/2022,3861,5150226-A P6-SOCKS MEN ADIDAS 6'12,1,12,Ali Taleb,3861,P6-SOCKS,MEN,0,22,12,BLACK,6'12,September,2022
10/20/2022,3086,1,19.83,5/24/2022,3086,586109-07 T-SHIRT MEN PUMA XL,3,39,Ali Taleb,3086,T-SHIRT,MEN,0,22,13,GREY,XL,May,2022
10/20/2022,3648,1,22.8,1/8/2022,3648,HD4219 T-SHIRT MEN REEBOK XXL,1,15,Ali Taleb,3648,T-SHIRT,MEN,0,25,15,GREY,XXL,January,2022
10/20/2022,3118,1,24.79,5/24/2022,3118,1560513-001 PANT MEN FILA XL,5,75,Ali Taleb,3118,PANT,MEN,1,28,15,BLACK,XL,May,2022
10/20/2022,3184,1,39.66,7/6/2022,3184,W520LK7 SHOES WOMEN NEW BALANCE 40,1,25,Ali Taleb,3184,SHOES,WOMEN,0,45,25,BLACK,40,July,2022
10/20/2022,3943,1,27.76,9/27/2022,3943,1437823-N SWEATSHIRT MEN SPYDER XL,2,25.5,Ali Taleb,3943,SWEATSHIRT,MEN,1,30,12.75,NAVY,XL,September,2022
10/20/2022,3119,1,24.79,5/24/2022,3119,1560513-001 PANT MEN FILA XXL,4,60,Ali Taleb,3119,PANT,MEN,2,28,15,BLACK,XXL,May,2022
10/20/2022,3900,1,21.81,9/27/2022,3900,1357457-408 T-SHIRT MEN UNDER ARMOUR XL,1,14.5,Ali Taleb,3900,T-SHIRT,MEN,0,25,14.5,NAVY,XL,September,2022
10/20/2022,3094,1,19.83,5/24/2022,3094,588546-12 T-SHIRT MEN PUMA XXL,2,26,Ali Taleb,3094,T-SHIRT,MEN,0,22,13,BLUE,XXL,May,2022
10/20/2022,2993,1,49.57,10/5/2022,2993,1311092-O JACKET MEN GERRY L,1,7.5,Ali Taleb,2993,JACKET,MEN,0,55,7.5,OLIVE GREEN,L,October,2022
10/20/2022,3936,1,27.76,9/27/2022,3936,1437823-B SWEATSHIRT MEN SPYDER L,5,63.75,Ali Taleb,3936,SWEATSHIRT,MEN,1,30,12.75,BLACK,L,September,2022
10/20/2022,3991,1,29.74,9/27/2022,3991,REM204FH12-014 HOODIE MEN REEBOK L,1,21,Ali Taleb,3991,HOODIE,MEN,0,35,21,BLACK,L,September,2022
10/20/2022,3174,1,49.57,7/6/2022,3174,MARISCT3 SHOES MEN NEW BALANCE 44,1,30,Ali Taleb,3174,SHOES,MEN,0,55,30,NAVY,44,July,2022
10/20/2022,2923,1,29.74,5/5/2022,2923,3RSMJ1389-N HOODIE MEN REEBOK XL,3,61.5,Ali Taleb,2923,HOODIE,MEN,0,35,20.5,NAVY,XL,May,2022
10/20/2022,3927,1,21.81,9/27/2022,3927,FM1623 T-SHIRT MEN ADIDAS L,3,45,Ali Taleb,3927,T-SHIRT,MEN,0,25,15,BLACK,L,September,2022
10/20/2022,3922,1,19.83,9/27/2022,3922,ADVR2002H T-SHIRT MEN ADIDAS XL,2,25,Ali Taleb,3922,T-SHIRT,MEN,0,22,12.5,GREY,XL,September,2022
10/20/2022,2711,1,24.79,4/29/2022,2711,LEV505 JEANS MEN LEVI'S 38,13,97.5,Ali Taleb,2711,JEANS,MEN,0,30,7.5,BLUE,38,April,2022
10/20/2022,3841,1,29.74,9/20/2022,3841,NB4003-941 P3-BOXER MEN CALVIN KLEIN L,2,36,Ali Taleb,3841,P3-BOXER,MEN,0,30,18,BLACK,L,September,2022
10/20/2022,3866,1,19.83,9/20/2022,3866,RVM203CR P6-SOCKS MEN REEBOK 6'12,4,48,Ali Taleb,3866,P6-SOCKS,MEN,0,22,12,MULTI,6'12,September,2022
10/20/2022,2707,1,54.53,4/28/2022,2707,1418249-B JACKET MEN GERRY XXL,4,100,Ali Taleb,2707,JACKET,MEN,0,60,25,GREY,L,April,2022
10/20/2022,2675,1,19.83,4/28/2022,2675,976407-G P6-SOCKS MEN ADIDAS OS,12,144,Ali Taleb,2675,P6-SOCKS,MEN,0,22,12,BLACK,OS,April,2022
10/20/2022,3969,1,59.49,9/27/2022,3969,GT9152 JACKET MEN ADIDAS XL,2,76,Ali Taleb,3969,JACKET,MEN,1,65,38,NAVY,XL,September,2022
10/20/2022,3117,1,24.79,5/24/2022,3117,1560513-001 PANT MEN FILA L,10,150,Ali Taleb,3117,PANT,MEN,3,28,15,BLACK,L,May,2022
10/20/2022,2060,1,9.91,12/29/2021,2060,40051296 P4-VNECKS MEN GOODFELLOW XXL,2,16,Ali Taleb,2060,P4-VNECKS,MEN,0,16,8,BLACK,XXL,December,2021
10/20/2022,2641,1,21.81,4/28/2022,2641,588509-11 POLO MEN PUMA XL,3,48,Ali Taleb,2641,POLO,MEN,0,25,16,RED,XL,April,2022
10/20/2022,3851,1,22.8,9/20/2022,3851,DKBB503 P5-BOXER MEN DICKES XL,3,36,Ali Taleb,3851,P5-BOXER,MEN,0,25,12,MULTI,XL,September,2022
10/20/2022,678,1,4.96,8/4/2021,678,040051233-P3 BOXER MEN GOODFELLOW XXL,8,56,Ali Taleb,678,BOXER,MEN,1,15,7,MULTI,XXL,August,2021
10/20/2022,3456,1,17.85,7/16/2022,3456,T2110353 P4-TSHIRT MEN 32DEGREE XXL,1,7,Ali Taleb,3456,P4-TSHIRT,MEN,0,20,7,WHITE,XXL,July,2022
10/20/2022,2934,1,59.49,5/5/2022,2934,1530028-N JACKET MEN HI-TEC XXL,1,31.5,Ali Taleb,2934,JACKET,MEN,0,65,31.5,NAVY,XXL,May,2022
10/20/2022,3761,1,54.53,9/17/2022,3761,SN56290-B SHOES MEN SKECHERS 45,5,165,Ali Taleb,3761,SHOES,MEN,0,60,33,BLACK,45,September,2022
10/20/2022,3926,1,19.83,9/27/2022,3926,ADVR2000 T-SHIRT MEN ADIDAS L,3,42,Ali Taleb,3926,T-SHIRT,MEN,1,22,14,NAVY,L,September,2022
10/20/2022,2928,1,29.74,5/5/2022,2928,3RSMJ1389-B HOODIE MEN REEBOK XXL,2,41,Ali Taleb,2928,HOODIE,MEN,0,35,20.5,BLACK,XXL,May,2022
10/20/2022,3386,1,24.79,7/16/2022,3386,LEV505 JEANS MEN LEVIS 42,3,21,Ali Taleb,3386,JEANS,MEN,0,30,7,BLUE,42,July,2022
10/20/2022,3905,1,22.8,9/27/2022,3905,HD4222 T-SHIRT MEN REEBOK L,4,56,Ali Taleb,3905,T-SHIRT,MEN,0,25,14,BLACK,L,September,2022
10/20/2022,3998,1,26.77,9/27/2022,3998,BUFJ JEANS MEN BUFFALO 36,22,330,Ali Taleb,3998,JEANS,MEN,2,30,15,MULTI,36,September,2022
10/20/2022,3870,1,74.36,9/21/2022,3870,CW3411-402 SHOES MEN NIKE 43,1,42,Ali Taleb,3870,SHOES,MEN,0,80,42,NAVY,43,September,2022
10/20/2022,3850,1,21.81,9/20/2022,3850,DKBB503 P5-BOXER MEN DICKES L,3,36,Ali Taleb,3850,P5-BOXER,MEN,1,25,12,MULTI,L,September,2022
10/20/2022,3906,1,23.3,9/27/2022,3906,HD4222 T-SHIRT MEN REEBOK XL,2,28,Ali Taleb,3906,T-SHIRT,MEN,0,25,14,BLACK,XL,September,2022
10/20/2022,3472,1,29.74,7/19/2022,3472,848416-03 HOODIE MEN PUMA XXL,1,7,Ali Taleb,3472,HOODIE,MEN,0,35,7,GREY,XXL,July,2022
10/20/2022,3189,1,49.57,9/6/2022,3189,1RM01601-003 SHOES MEN FILA 41.5,1,30,Ali Taleb,3189,SHOES,MEN,0,50,30,BLACK,41.5,September,2022
10/20/2022,4040,1,32.63,9/27/2022,4040,670911-01 PANT MEN PUMA L,7,140,Ali Taleb,4040,PANT,MEN,0,35,20,BLACK,L,September,2022
10/20/2022,4049,1,32.63,9/27/2022,4049,670911-03 PANT MEN PUMA L,5,100,Ali Taleb,4049,PANT,MEN,0,35,20,GREY,L,September,2022
10/20/2022,2583,1,20.51,4/26/2022,2583,HE0127 T-SHIRT MEN ADIDAS XL,4,52,Ali Taleb,2583,T-SHIRT,MEN,0,22,13,GREY,XL,April,2022
10/20/2022,3875,0,0,9/21/2022,3875,387760-01 SHOES MEN PUMA 44,3,120,Ali Taleb,3875,SHOES,MEN,0,60,40,BLACK,44,September,2022
10/20/2022,2577,1,49.57,4/26/2022,2577,1RM01884-014 SHOES MEN FILA 43,6,156,Ali Taleb,2577,SHOES,MEN,0,50,26,BLACK,43,April,2022
10/20/2022,3593,1,22.53,7/21/2022,3593,1543714 HOODIE MEN EDDIE BAUER S,10,110,Ali Taleb,3593,HOODIE,MEN,0,25,11,GREY,S,July,2022
10/20/2022,1895,1,27.04,12/25/2021,1895,CW-1321 JEANS MEN LEVIS 32,1,11,Ali Taleb,1895,JEANS,MEN,0,30,11,BLUE,32,December,2021
10/21/2022,3113,1,26.42,5/24/2022,3113,1551890-001 HOODIE MEN FILA L,10,150,Ali Taleb,3113,HOODIE,MEN,3,28,15,BLACK,L,May,2022
10/21/2022,2791,1,20.76,1/5/2022,2791,1380497-001 T-SHIRT MEN CALVIN KLIEN L,2,15,Ali Taleb,2791,T-SHIRT,MEN,0,22,7.5,NAVY,L,January,2022
10/21/2022,3727,1,53.79,9/17/2022,3727,H00836 SHOES MEN REEBOK 44,8,280,Ali Taleb,3727,SHOES,MEN,0,57,35,NAVY,44,September,2022
10/21/2022,3899,1,24.09,9/27/2022,3899,1357457-408 T-SHIRT MEN UNDER ARMOUR M,2,29,Ali Taleb,3899,T-SHIRT,MEN,1,25,14.5,NAVY,M,September,2022
10/21/2022,3491,1,23.59,7/19/2022,3491,1531483-N SWEATSHIRT MEN 32DEGREE L,1,7,Ali Taleb,3491,SWEATSHIRT,MEN,0,25,7,NAVY,L,July,2022
10/21/2022,2688,1,35.23,4/28/2022,2688,SPM810A JACKET MEN SPYDER M,3,63,Ali Taleb,2688,JACKET,MEN,0,38,21,GREY,M,April,2022
10/21/2022,3117,1,26.42,5/24/2022,3117,1560513-001 PANT MEN FILA L,10,150,Ali Taleb,3117,PANT,MEN,3,28,15,BLACK,L,May,2022
10/21/2022,3687,1,30.2,1/8/2022,3687,3023929-001 SHOES KIDS UNDER ARMOUR 33,1,26,Ali Taleb,3687,SHOES,KIDS,0,33,26,BLACK,33,January,2022
10/21/2022,3947,1,37.75,9/27/2022,3947,AM0954-464 SWEATSHIRT MEN COLUMBIA L,1,19,Ali Taleb,3947,SWEATSHIRT,MEN,0,40,19,NAVY,L,September,2022
10/21/2022,3862,1,21.2,9/20/2022,3862,1354991-400 P6-SOCKS MEN UNDER ARMOUR 6'12,4,52,Ali Taleb,3862,P6-SOCKS,MEN,0,22,13,MULTI,6'12,September,2022
10/21/2022,3122,1,26.42,5/24/2022,3122,1560513-410 PANT MEN FILA L,3,45,Ali Taleb,3122,PANT,MEN,0,28,15,NAVY,K,May,2022
10/21/2022,3127,1,26.42,5/24/2022,3127,1551890-410 HOODIE MEN FILA L,5,75,Ali Taleb,3127,HOODIE,MEN,3,28,15,NAVY,L,May,2022
10/22/2022,3919,1,22.76,9/27/2022,3919,DA6796-091 T-SHIRT MEN NIKE XL,2,28,Ali Taleb,3919,T-SHIRT,MEN,0,25,14,GREY,XL,September,2022
10/22/2022,4121,1,22.76,10/15/2022,4121,HD4222 T-SHIRT MEN REEBOK XL,1,14,Ali Taleb,4121,T-SHIRT,MEN,0,25,14,BLACK,XL,October,2022
10/22/2022,2060,1,14.91,12/29/2021,2060,40051296 P4-VNECKS MEN GOODFELLOW XXL,2,16,Ali Taleb,2060,P4-VNECKS,MEN,0,16,8,BLACK,XXL,December,2021
10/22/2022,2676,1,20.5,4/28/2022,2676,161037 P6-SOCKS MEN COLUMBIA OS,17,204,Ali Taleb,2676,P6-SOCKS,MEN,0,22,12,BLACK,OS,April,2022
10/24/2022,3773,1,73.42,9/17/2022,3773,3025371-001 SHOES MEN UNDER ARMOUR 44,3,120,Ali Taleb,3773,SHOES,MEN,0,65,40,BLACK,44,September,2022
10/24/2022,589,1,50.83,10/2/2021,589,FV2525 SHOES MEN REEBOK 44,1,37,Ali Taleb,589,SHOES,MEN,0,60,37,GREY,44,October,2021
10/25/2022,3521,1,40.76,7/19/2022,3521,1487109 HOODIE MEN CAT S,1,7,Ali Taleb,3521,HOODIE,MEN,0,35,7,BLACK,S,July,2022
10/25/2022,3567,1,39.51,7/21/2022,3567,SPM717 PANT MEN SPYDER M,2,34,Ali Taleb,3567,PANT,MEN,0,35,17,GREY,M,July,2022
10/25/2022,3820,1,22,9/20/2022,3820,978221-B CAP MEN ADIDAS S,1,15,Ali Taleb,3820,CAP,MEN,0,20,15,WHITE,S,September,2022
10/25/2022,4039,1,39.51,9/27/2022,4039,670911-01 PANT MEN PUMA M,6,120,Ali Taleb,4039,PANT,MEN,0,35,20,BLACK,M,September,2022
10/25/2022,4041,1,38.49,9/27/2022,4041,670911-01 PANT MEN PUMA XL,4,80,Ali Taleb,4041,PANT,MEN,0,35,20,BLACK,XL,September,2022
10/25/2022,3569,1,38.49,7/21/2022,3569,SPM717 PANT MEN SPYDER XL,3,51,Ali Taleb,3569,PANT,MEN,0,35,17,GREY,XL,July,2022
10/25/2022,3790,1,31.61,9/19/2022,3790,GZ7428 SHOES KIDS ADIDAS 23.5,2,40,Ali Taleb,3790,SHOES,KIDS,0,28,20,BLACK,23.5,September,2022
10/25/2022,3745,1,66.37,9/17/2022,3745,GX6110 SHOES MEN REEBOK 42,3,105,Ali Taleb,3745,SHOES,MEN,0,57,35,GREY,42,September,2022
10/26/2022,3029,1,54.22,10/5/2022,3029,1448190-B JACKET MEN NAUTICA L,1,7.5,Ali Taleb,3029,JACKET,MEN,0,55,7.5,BLACK,L,October,2022
10/26/2022,1983,2,108.28,12/25/2021,1983,SN56256-B SHOES MEN SKECHERS 43,10,350,Ali Taleb,1983,SHOES,MEN,0,55,35,BLACK,43,December,2021
10/26/2022,3982,1,34.45,9/27/2022,3982,REM204PA26-013 PANT MEN REEBOK M,3,63,Ali Taleb,3982,PANT,MEN,0,35,21,BLACK,M,September,2022
10/26/2022,4031,1,37.4,9/27/2022,4031,847362-03 HOODIE MEN PUMA L,7,126,Ali Taleb,4031,HOODIE,MEN,1,38,18,GREY,L,September,2022
10/26/2022,3987,1,34.45,9/27/2022,3987,REM204FH11-022 HOODIE MEN REEBOK M,2,42,Ali Taleb,3987,HOODIE,MEN,0,35,21,BLACK,M,September,2022
10/26/2022,1723,1,46.69,10/27/2021,1723,DB0275 SHOES WOMEN ADIDAS 39.5,2,70,Ali Taleb,1723,SHOES,WOMEN,0,48,35,BLACK,39.5,October,2021
10/26/2022,3133,1,44.36,5/24/2022,3133,1542597-G JACKET MEN MONDETA M,4,72,Ali Taleb,3133,JACKET,MEN,0,45,18,GREY,M,May,2022
10/26/2022,3765,1,44.39,9/17/2022,3765,519914U51 SHOES MEN LEVIS 43,2,40,Ali Taleb,3765,SHOES,MEN,0,50,20,NAVY,43,September,2022
10/27/2022,3831,1,25.53,9/20/2022,3831,KE1076450 P2-BOXER MEN NIKE XL,1,15.5,Ali Taleb,3831,P2-BOXER,MEN,0,25,15.5,MULTI,XL,September,2022
10/27/2022,2571,1,56.17,4/26/2022,2571,376840-04 SHOES MEN PUMA 44,4,140,Ali Taleb,2571,SHOES,MEN,0,60,35,BLACK,44,April,2022
10/27/2022,3171,1,48.74,7/6/2022,3171,M520CN7 SHOES MEN NEW BALANCE 45,1,30,Ali Taleb,3171,SHOES,MEN,0,55,30,NAVY,45,July,2022
10/27/2022,3116,1,28.08,5/24/2022,3116,1560513-001 PANT MEN FILA M,10,150,Ali Taleb,3116,PANT,MEN,1,28,15,BLACK,M,May,2022
10/27/2022,3077,1,19.5,5/24/2022,3077,846986-01 T-SHIRT MEN PUMA L,4,52,Ali Taleb,3077,T-SHIRT,MEN,1,22,13,BLACK,L,May,2022
10/27/2022,3859,1,19.5,9/20/2022,3859,P17780LC P6-SOCKS MEN PUMA 6'12,6,72,Ali Taleb,3859,P6-SOCKS,MEN,0,22,12,BLACK,6'12,September,2022
10/27/2022,2311,1,19.5,12/1/2022,2311,NB3026-3 T-SHIRT MEN NEW BALANCE XL,6,96,Ali Taleb,2311,T-SHIRT,MEN,0,22,16,MULTI,XL,December,2022
10/27/2022,3112,1,28.08,5/24/2022,3112,1551890-001 HOODIE MEN FILA M,10,150,Ali Taleb,3112,HOODIE,MEN,0,28,15,BLACK,M,May,2022
10/27/2022,2287,1,20.43,12/1/2022,2287,85807105W-421 CAP MEN PUMA OS,3,45,Ali Taleb,2287,CAP,MEN,0,20,15,BLUE,OS,December,2022
10/27/2022,2444,1,10.21,1/20/2022,2444,CU4945-355 SHORT MEN NIKE L,1,6,Ali Taleb,2444,SHORT,MEN,0,18,6,OLIVE,L,January,2022
10/27/2022,4018,1,25.53,9/27/2022,4018,848991-01 SHORT MEN PUMA L,7,77,Ali Taleb,4018,SHORT,MEN,2,30,11,BLACK,L,September,2022
10/27/2022,3929,1,35.74,9/27/2022,3929,SPSFD023-069 JACKET MEN SPYDER M,3,84,Ali Taleb,3929,JACKET,MEN,1,50,28,GREY,M,September,2022
10/27/2022,3951,1,28.6,9/27/2022,3951,AM0954-320 SWEATSHIRT MEN COLUMBIA M,3,57,Ali Taleb,3951,SWEATSHIRT,MEN,1,40,19,GREY,M,September,2022
10/27/2022,2698,1,28.6,4/28/2022,2698,SPM803 HOODIE MEN SPYDER M,2,42,Ali Taleb,2698,HOODIE,MEN,0,38,21,BLACK,M,April,2022
10/28/2022,3564,1,31.52,7/21/2022,3564,SPM716 PANT MEN SPYDER L,1,17,Ali Taleb,3564,PANT,MEN,0,35,17,BLACK,L,July,2022
10/28/2022,3563,1,34.22,7/21/2022,3563,SPM803RB HOODIE MEN SPYDER L,1,21,Ali Taleb,3563,HOODIE,MEN,0,38,21,GREY,L,July,2022
10/28/2022,4040,1,35.09,9/27/2022,4040,670911-01 PANT MEN PUMA L,7,140,Ali Taleb,4040,PANT,MEN,0,35,20,BLACK,L,September,2022
10/28/2022,3012,1,42.97,10/5/2022,3012,1522009-KOU SWEATER MEN ORVIS XL,1,7.5,Ali Taleb,3012,SWEATER,MEN,0,45,7.5,BLACK,XL,October,2022
10/28/2022,3112,1,26.22,5/24/2022,3112,1551890-001 HOODIE MEN FILA M,10,150,Ali Taleb,3112,HOODIE,MEN,0,28,15,BLACK,M,May,2022
10/28/2022,3627,-1,-35.09,1/8/2022,3627,FP9169 PANT MEN REEBOK XL,3,66,Ali Taleb,3627,PANT,MEN,0,35,22,GREY,XL,January,2022
10/28/2022,3627,1,33.42,1/8/2022,3627,FP9169 PANT MEN REEBOK XL,3,66,Ali Taleb,3627,PANT,MEN,0,35,22,GREY,XL,January,2022
10/28/2022,2302,1,32.78,12/1/2022,2302,FQ5364 BAG MEN REEBOK OS,5,105,Ali Taleb,2302,BAG,MEN,1,35,21,BLACK,OS,December,2022
10/28/2022,2569,1,54.03,4/26/2022,2569,376840-04 SHOES MEN PUMA 42.5,5,175,Ali Taleb,2569,SHOES,MEN,0,60,35,BLACK,42.5,April,2022
10/28/2022,2982,1,34.22,10/5/2022,2982,1437823 SWEATSHIRT MEN SPYDER L,1,7.5,Ali Taleb,2982,SWEATSHIRT,MEN,0,38,7.5,BLACK,L,October,2022
10/28/2022,3565,1,31.52,7/21/2022,3565,SPM716 PANT MEN SPYDER XL,2,34,Ali Taleb,3565,PANT,MEN,0,35,17,BLACK,XL,July,2022
10/28/2022,3116,1,26.22,5/24/2022,3116,1560513-001 PANT MEN FILA M,10,150,Ali Taleb,3116,PANT,MEN,1,28,15,BLACK,M,May,2022
10/28/2022,3665,1,23.87,1/8/2022,3665,HD4220 T-SHIRT MEN REEBOK XXL,1,15,Ali Taleb,3665,T-SHIRT,MEN,0,25,15,NAVY,XXL,January,2022
10/28/2022,3627,1,33.88,1/8/2022,3627,FP9169 PANT MEN REEBOK XL,3,66,Ali Taleb,3627,PANT,MEN,0,35,22,GREY,XL,January,2022
10/28/2022,2016,1,7.86,12/29/2021,2016,43134182 T-SHIRT MEN GOODFELLOW XXL,1,7,Ali Taleb,2016,T-SHIRT,MEN,0,15,7,WHITE,XXL,December,2021
10/29/2022,3195,1,45.2,9/6/2022,3195,SN11947W SHOES WOMEN SKECHERS 38,1,25,Ali Taleb,3195,SHOES,WOMEN,0,45,25,GREY,38,September,2022
10/29/2022,3384,1,15.07,7/16/2022,3384,LEV505 JEANS MEN LEVIS 32,2,14,Ali Taleb,3384,JEANS,MEN,0,30,7,BLUE,32,July,2022
10/31/2022,3678,1,25.25,1/8/2022,3678,1345712-400 T-SHIRT MEN UNDER ARMOUR S,2,30,Ali Taleb,3678,T-SHIRT,MEN,1,25,15,BLUE,S,January,2022
10/31/2022,3126,1,27.53,5/24/2022,3126,1551890-410 HOODIE MEN FILA M,5,75,Ali Taleb,3126,HOODIE,MEN,0,28,15,NAVY,M,May,2022
10/31/2022,3121,1,27.53,5/24/2022,3121,1560513-410 PANT MEN FILA M,3,45,Ali Taleb,3121,PANT,MEN,0,28,15,NAVY,M,May,2022
10/31/2022,3828,1,35.35,9/20/2022,3828,H46046 BAG MEN REEBOK OS,5,110,Ali Taleb,3828,BAG,MEN,0,35,22,BLACK,OS,September,2022
10/31/2022,3562,1,36.31,7/21/2022,3562,153069 HOODIE MEN SPYDER M,1,21,Ali Taleb,3562,HOODIE,MEN,0,38,21,GREY,M,July,2022
10/31/2022,3566,1,33.44,7/21/2022,3566,SPM717 PANT MEN SPYDER S,3,51,Ali Taleb,3566,PANT,MEN,1,35,17,GREY,S,July,2022
10/31/2022,2980,1,34.17,10/5/2022,2980,199306-097 SWEATSHIRT MEN SPYDER XXL,1,7.5,Ali Taleb,2980,SWEATSHIRT,MEN,0,38,7.5,BLACK,XXL,October,2022
10/31/2022,2928,1,31.48,5/5/2022,2928,3RSMJ1389-B HOODIE MEN REEBOK XXL,2,41,Ali Taleb,2928,HOODIE,MEN,0,35,20.5,BLACK,XXL,May,2022
10/31/2022,3726,1,56.04,9/17/2022,3726,H00836 SHOES MEN REEBOK 43,9,315,Ali Taleb,3726,SHOES,MEN,0,57,35,NAVY,43,September,2022
10/31/2022,2687,1,36.31,4/28/2022,2687,SPM810A JACKET MEN SPYDER S,2,42,Ali Taleb,2687,JACKET,MEN,1,38,21,GREY,S,April,2022
11/1/2022,3725,2,113.75,9/17/2022,3725,H00836 SHOES MEN REEBOK 42.5,6,210,Ali Taleb,3725,SHOES,MEN,0,57,35,NAVY,42.5,September,2022
11/1/2022,3131,1,39.91,5/24/2022,3131,1542597-B JACKET MEN MONDETA L,4,72,Ali Taleb,3131,JACKET,MEN,0,45,18,BLACK,L,May,2022
11/1/2022,1453,1,19.96,6/18/2021,1453,GM08465 JEANS MEN GEORGE 32,1,15,Ali Taleb,1453,JEANS,MEN,0,22,15,BLUE,32,June,2021
11/1/2022,3727,1,56.88,9/17/2022,3727,H00836 SHOES MEN REEBOK 44,8,280,Ali Taleb,3727,SHOES,MEN,0,57,35,NAVY,44,September,2022
11/1/2022,3984,1,34.92,9/27/2022,3984,REM204PA26-013 PANT MEN REEBOK XL,2,42,Ali Taleb,3984,PANT,MEN,0,35,21,BLACK,XL,September,2022
11/1/2022,3653,1,19.96,1/8/2022,3653,HD4218 T-SHIRT MEN REEBOK XL,2,30,Ali Taleb,3653,T-SHIRT,MEN,0,25,15,WHITE,XL,January,2022
11/1/2022,3081,1,19.96,5/24/2022,3081,846986-06 T-SHIRT MEN PUMA XL,4,52,Ali Taleb,3081,T-SHIRT,MEN,0,22,13,NAVY,XL,May,2022
11/1/2022,3986,1,34.92,9/27/2022,3986,REM203PA15-005 PANT MEN REEBOK XL,1,21,Ali Taleb,3986,PANT,MEN,0,35,21,GREY,XL,September,2022
11/1/2022,2976,1,29.94,10/5/2022,2976,199306-461 SWEATSHIRT MEN SPYDER XL,3,22.5,Ali Taleb,2976,SWEATSHIRT,MEN,0,38,7.5,NAVY,XL,October,2022
11/1/2022,3673,1,19.96,1/8/2022,3673,HI6295 T-SHIRT MEN REEBOK XL,3,45,Ali Taleb,3673,T-SHIRT,MEN,0,25,15,BLUE,XL,January,2022
11/1/2022,2854,1,14.97,1/5/2022,2854,1307816 P2 THERMAL SHIRT MEN 34 DEGREE L,4,30,Ali Taleb,2854,P2 THERMAL SHIRT,MEN,0,15,7.5,BLACK,L,January,2022
11/1/2022,3919,1,24.95,9/27/2022,3919,DA6796-091 T-SHIRT MEN NIKE XL,2,28,Ali Taleb,3919,T-SHIRT,MEN,0,25,14,GREY,XL,September,2022
11/2/2022,3112,1,24.42,5/24/2022,3112,1551890-001 HOODIE MEN FILA M,10,150,Ali Taleb,3112,HOODIE,MEN,0,28,15,BLACK,M,May,2022
11/2/2022,2298,1,17.58,12/1/2022,2298,15365ZZ-431 P3-BOXER MEN PUMA M,13,201.5,Ali Taleb,2298,P3-BOXER,MEN,0,22,15.5,MULTI,M,December,2022
11/2/2022,4026,1,34.19,9/27/2022,4026,847362-51 HOODIE MEN PUMA L,10,180,Ali Taleb,4026,HOODIE,MEN,2,38,18,BLACK,L,September,2022
11/2/2022,3843,1,26.38,9/20/2022,3843,NB2569-914 P3-BOXER MEN CALVIN KLEIN M,1,18,Ali Taleb,3843,P3-BOXER,MEN,0,30,18,BLACK,M,September,2022
11/2/2022,3126,1,24.42,5/24/2022,3126,1551890-410 HOODIE MEN FILA M,5,75,Ali Taleb,3126,HOODIE,MEN,0,28,15,NAVY,M,May,2022
11/2/2022,3727,1,55.68,9/17/2022,3727,H00836 SHOES MEN REEBOK 44,8,280,Ali Taleb,3727,SHOES,MEN,0,57,35,NAVY,44,September,2022
11/3/2022,4045,1,33.56,9/27/2022,4045,670911-06 PANT MEN PUMA XL,1,20,Ali Taleb,4045,PANT,MEN,0,35,20,NAVY,XL,September,2022
11/3/2022,3128,1,26.85,5/24/2022,3128,1551890-410 HOODIE MEN FILA XL,4,60,Ali Taleb,3128,HOODIE,MEN,2,28,15,NAVY,XL,May,2022
11/3/2022,4041,1,33.56,9/27/2022,4041,670911-01 PANT MEN PUMA XL,4,80,Ali Taleb,4041,PANT,MEN,0,35,20,BLACK,XL,September,2022
11/3/2022,3854,1,23.97,9/20/2022,3854,P3BH P3-BOXER MEN HURLEY L,3,45,Ali Taleb,3854,P3-BOXER,MEN,0,25,15,MULTI,L,September,2022
11/3/2022,3993,1,33.56,9/27/2022,3993,REM204FH11-005 HOODIE MEN REEBOK L,1,21,Ali Taleb,3993,HOODIE,MEN,0,35,21,NAVY,L,September,2022
11/3/2022,2855,1,14.38,1/5/2022,2855,1307817 P2 THERMAL SHIRT MEN 35 DEGREE XL,3,22.5,Ali Taleb,2855,P2 THERMAL SHIRT,MEN,0,15,7.5,BLACK,XL,January,2022
11/3/2022,1617,1,21.09,6/8/2021,1617,1464658 HOODIE MEN FILA XXL,1,13,Ali Taleb,1617,HOODIE,MEN,0,22,13,GREY,XXL,June,2021
11/3/2022,3725,1,56.09,9/17/2022,3725,H00836 SHOES MEN REEBOK 42.5,6,210,Ali Taleb,3725,SHOES,MEN,0,57,35,NAVY,42.5,September,2022
11/4/2022,3163,1,44.21,3/6/2022,3163,1012A916 SHOES WOMEN ASICS 39,1,25,Ali Taleb,3163,SHOES,WOMEN,0,45,25,BLACK,39,March,2022
11/4/2022,3380,2,36.68,7/16/2022,3380,ENGLISHL CHINO PANTS MEN ENGLISH LAUNDRY 34,4,28,Ali Taleb,3380,CHINO PANTS,MEN,0,20,7,MULTI,34,July,2022
