Date,Item Code,Sales Qty,Price in USD,Purchase Date,ItemCode,Item Description,Purchase Qty,Purchase Amount,Supplier,Code,Group,Category,"Quantity
On Hand","Retail
Price","Opening
Cost USD",Color,Size,month_name,year
5/6/2021,599,1,19.27,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
5/6/2021,827,1,15.76,8/4/2021,827,560139 SHIRT MEN GOODFELLOW L,1,6,Ali Taleb,827,SHIRT,MEN,0,18,6,JEANS,L,August,2021
5/6/2021,864,1,8.04,8/4/2021,864,43195264 SHIRT MEN ORIGINAL USE S,1,6,Ali Taleb,864,SHIRT,MEN,0,18,6,PINK,S,August,2021
5/6/2021,721,1,4.38,8/4/2021,721,040051665-P1 BOXER MEN GOODFELLOW XL,2,4,Ali Taleb,721,BOXER,MEN,0,5,2,MULTI,XL,August,2021
5/6/2021,618,1,4.02,2/24/2021,618,SN90120N SHOES KIDS SCKECHERS 18.5,1,3,Ali Taleb,618,SHOES,KIDS,0,8,3,BLACK,18.5,February,2021
5/6/2021,696,1,9.65,8/4/2021,696,00630-100275-P2 BOXER MEN PAIR OF THEIVES L,4,20,Ali Taleb,696,BOXER,MEN,0,15,5,MULTI,L,August,2021
5/6/2021,745,1,21.89,8/4/2021,745,4100461162 JEANS PANT MEN LEVIS 38,1,9,Ali Taleb,745,JEANS PANT,MEN,0,25,9,BLUE,38,August,2021
5/7/2021,1235,1,19.85,4/24/2021,1235,833708-08 SHORTS MEN PUMA S,1,7,Ali Taleb,1235,SHORTS,MEN,0,25,7,BLACK,S,April,2021
5/7/2021,588,1,54.19,10/2/2021,588,FX3552 SHOES MEN REEBOK 43,1,37,Ali Taleb,588,SHOES,MEN,0,60,37,OILY,43,October,2021
5/7/2021,681,1,10.75,8/4/2021,681,040051233-P3 BOXER MEN GOODFELLOW M,8,56,Ali Taleb,681,BOXER,MEN,0,15,7,MULTI,M,August,2021
5/7/2021,643,1,15.28,3/22/2021,643,482178M SPORT T-SHIRT MEN SPEEDO M,1,6,Ali Taleb,643,SPORT TSHIRT,MEN,0,18,6,WHITE,M,March,2021
5/7/2021,1326,1,11.91,3/5/2021,1326,98000331 SLIPPERS MEN CHAMPION 43,1,10,Ali Taleb,1326,SLIPPERS,MEN,0,15,10,BLACK,43,March,2021
5/7/2021,912,1,7.09,8/4/2021,912,45040602 T-SHIRT MEN FIFTH SUN L,1,5,Ali Taleb,912,T-SHIRT,MEN,0,18,5,GREY,L,August,2021
5/7/2021,707,1,19.32,8/4/2021,707,9PMBX3-P3 BOXER MEN HANES S,17,119,Ali Taleb,707,BOXER,MEN,0,22,7,MULTI,S,August,2021
5/7/2021,524,1,50.46,10/2/2021,524,371131-03 SHOES MEN PUMA 44,1,37,Ali Taleb,524,SHOES,MEN,0,60,37,WHITE,44,October,2021
5/7/2021,577,1,52.53,10/2/2021,577,FV0218 SHOES MEN REEBOK 42,1,37,Ali Taleb,577,SHOES,MEN,0,60,37,BLACK,42,October,2021
5/7/2021,972,1,2.77,8/4/2021,972,MIX-P1 BOXER MEN HANES M,2,2,Ali Taleb,972,BOXER,MEN,0,3,1,MULTI,M,August,2021
5/7/2021,972,-1,-2.15,8/4/2021,972,MIX-P1 BOXER MEN HANES M,2,2,Ali Taleb,972,BOXER,MEN,0,3,1,MULTI,M,August,2021
5/7/2021,599,1,19.7,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
5/7/2021,599,1,19.32,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
5/7/2021,934,1,15.59,8/4/2021,934,43132610 T-SHIRT MEN GOODFELLOW S,1,5,Ali Taleb,934,T-SHIRT,MEN,0,18,5,GREY,S,August,2021
5/7/2021,682,1,13.17,8/4/2021,682,040051233-P3 BOXER MEN GOODFELLOW S,4,28,Ali Taleb,682,BOXER,MEN,0,15,7,MULTI,S,August,2021
5/7/2021,528,1,48.16,10/2/2021,528,FU7638 SHOES MEN ADIDAS 44 2\3,4,140,Ali Taleb,528,SHOES,MEN,0,55,35,BLACK,44 2\3,October,2021
5/7/2021,1101,1,18.67,4/24/2021,1101,939137-508 T-SHIRT MEN NIKE XL,1,7,Ali Taleb,1101,T-SHIRT,MEN,0,22,7,LIGHT PURPLE,XL,April,2021
5/7/2021,1280,1,9.46,3/5/2021,1280,SZ417 SHOES KIDS STRIDE RITE 20,1,10,Ali Taleb,1280,SHOES,KIDS,0,11,10,BLUE,20,March,2021
5/7/2021,639,1,21.22,3/22/2021,639,AJ8021-446 T-SHIRT MEN NIKE M,1,7,Ali Taleb,639,TSHIRT RN,MEN,0,25,7,BLUE,M,March,2021
5/7/2021,1093,1,18.5,4/24/2021,1093,AJ9649-063 T-SHIRT MEN NIKE L,1,7,Ali Taleb,1093,T-SHIRT,MEN,0,22,7,GREY,L,April,2021
5/7/2021,971,1,2.77,8/4/2021,971,MIX-P1 BOXER MEN HANES L,9,9,Ali Taleb,971,BOXER,MEN,1,4,1,MULTI,L,August,2021
5/7/2021,971,-1,-2.15,8/4/2021,971,MIX-P1 BOXER MEN HANES L,9,9,Ali Taleb,971,BOXER,MEN,1,4,1,MULTI,L,August,2021
5/7/2021,1166,1,15.59,4/24/2021,1166,CHA3997 T-SHIRT MEN CHASOR S,2,12,Ali Taleb,1166,T-SHIRT,MEN,0,18,6,BLACK,S,April,2021
5/7/2021,1072,1,21.52,4/24/2021,1072,AJ8023-833 T-SHIRT MEN NIKE M,1,8,Ali Taleb,1072,T-SHIRT,MEN,0,22,7,ORANGE,M,April,2021
5/8/2021,755,1,14.54,8/4/2021,755,70ABTBL COTTON PANT MEN WRANGLER 36,1,7,Ali Taleb,755,COTTON PANT,MEN,0,25,7,BLACK,36,August,2021
5/8/2021,533,1,42.66,10/2/2021,533,FX7946 SHOES WOMEN REEBOK 36,1,34,Ali Taleb,533,SHOES,WOMEN,0,50,34,NAVY,36,October,2021
5/8/2021,1285,1,13.19,3/5/2021,1285,F16769045 SHOES KIDS CAT AND JACK 24,1,10,Ali Taleb,1285,SHOES,KIDS,0,17,10,NAVY AND STARS,24,March,2021
5/8/2021,559,1,59.73,10/2/2021,559,FX0154 SHOES MEN REEBOK 44.5,5,185,Ali Taleb,559,SHOES,MEN,0,60,37,NAVY,44.5,October,2021
5/9/2021,1302,1,10.25,3/5/2021,1302,96133348 SLIPPERS WOMEN MAD LOVE 8,2,14,Ali Taleb,1302,SLIPPERS,WOMEN,0,10,7,GREEN,8,March,2021
5/9/2021,1032,1,10.25,8/4/2021,1032,2165P4-P4 TAGLESS T-SHIRT MEN HANES XXL,1,4,Ali Taleb,1032,TAGLESS T-SHIRT,MEN,0,12,4,BLACK - GREY,XXL,August,2021
5/9/2021,1145,1,15.81,4/24/2021,1145,A5721904-HBK T-SHIRT MEN VOLCOM M,1,7,Ali Taleb,1145,T-SHIRT,MEN,0,18,7,GREY,M,April,2021
5/9/2021,599,1,20.49,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
5/9/2021,951,1,13.32,8/4/2021,951,43130245 T-SHIRT MEN GOODFELLOW XXL,1,5,Ali Taleb,951,T-SHIRT,MEN,0,18,5,GREY,XXL,August,2021
5/9/2021,1213,1,21.96,4/24/2021,1213,890811-430 SHORTS MEN NIKE M,2,14,Ali Taleb,1213,SHORTS,MEN,0,25,7,NAVY BLUE,M,April,2021
5/9/2021,1153,1,19.32,4/24/2021,1153,1328189-439 T-SHIRT MEN UNDERARMOUR S,1,7,Ali Taleb,1153,T-SHIRT,MEN,0,22,7,BLUE,S,April,2021
5/9/2021,958,1,10.25,8/4/2021,958,4P261CX103-P4 A-SHIRT MEN FRUIT OF THE LOOM XXL,1,4,Ali Taleb,958,A-SHIRT,MEN,0,12,4,MULTI,XXL,August,2021
5/9/2021,681,1,13.18,8/4/2021,681,040051233-P3 BOXER MEN GOODFELLOW M,8,56,Ali Taleb,681,BOXER,MEN,0,15,7,MULTI,M,August,2021
5/9/2021,529,1,43.04,10/2/2021,529,FX3427 SHOES WOMEN ADIDAS 40 2\3,1,28,Ali Taleb,529,SHOES,WOMEN,0,45,28,GREY,40 2\3,October,2021
5/9/2021,1279,1,10.25,3/5/2021,1279,SZ414 SHOES KIDS STRIDE RITE 18,1,10,Ali Taleb,1279,SHOES,KIDS,0,11,10,GREY,18,March,2021
5/9/2021,793,1,21.96,8/4/2021,793,563171 SPORT PANT MEN ALL IN MOTION L,1,6,Ali Taleb,793,SPORT PANT,MEN,0,25,6,GREY,L,August,2021
5/9/2021,569,1,56.36,10/2/2021,569,FV2526 SHOES MEN REEBOK 44,3,111,Ali Taleb,569,SHOES,MEN,0,60,37,NAVY,44,October,2021
5/9/2021,764,1,17.74,8/4/2021,764,564285 JEANS PANT MEN GOODFELLOW 36,1,7,Ali Taleb,764,JEANS PANT,MEN,0,20,7,GREY,36,August,2021
5/9/2021,766,1,17.74,8/4/2021,766,558352 JEANS PANT MEN GOODFELLOW 34,1,7,Ali Taleb,766,JEANS PANT,MEN,0,20,7,BLUE,34,August,2021
5/10/2021,654,4,10.36,8/4/2021,654,40102199P1 SOCKS-DRESS MEN GOODFELLOW 6-12,82,164,Ali Taleb,654,SOCKS-DRESS,MEN,7,3,2,MULTI,12-Jun,August,2021
5/10/2021,557,1,56.97,10/2/2021,557,FX0154 SHOES MEN REEBOK 43,4,148,Ali Taleb,557,SHOES,MEN,0,60,37,NAVY,43,October,2021
5/10/2021,1255,1,19.39,4/24/2021,1255,P7310-806 PANTS MEN CHAMPION M,1,7,Ali Taleb,1255,PANTS,MEN,0,22,7,GREY,M,April,2021
5/10/2021,800,1,22.04,8/4/2021,800,535026 SPORT PANT MEN GOODFELLOW M,1,6,Ali Taleb,800,SPORT PANT,MEN,0,25,6,BLACK,M,August,2021
5/10/2021,1246,1,26.39,4/24/2021,1246,887524-010 PANTS MEN NIKE XL,1,10,Ali Taleb,1246,PANTS,MEN,0,35,10,BLACK,XL,April,2021
5/10/2021,1297,1,3.98,3/5/2021,1297,96133446 SLIPPERS WOMEN XHILARATION 41,2,6,Ali Taleb,1297,SLIPPERS,WOMEN,0,5,3,PINK,41,March,2021
5/10/2021,1254,1,22.62,4/24/2021,1254,P0551B99 PANTS MEN CHAMPION XL,1,7,Ali Taleb,1254,PANTS,MEN,0,30,7,GREY,XL,April,2021
5/10/2021,1299,1,3.98,3/5/2021,1299,96132190 SLIPPERS WOMEN XHILARATION 9,2,6,Ali Taleb,1299,SLIPPERS,WOMEN,1,5,3,WHITE AND BLACK,9,March,2021
5/10/2021,1060,5,14.34,8/4/2021,1060,MIX-P1 T-SHIRT MEN HANES MULTI,12,12,Ali Taleb,1060,T-SHIRT,MEN,0,3,1,WHITE,MULTI,August,2021
5/11/2021,913,1,6.54,8/4/2021,913,45030212 T-SHIRT MEN DISNEY M,1,5,Ali Taleb,913,T-SHIRT,MEN,0,18,5,BLACK,M,August,2021
5/11/2021,578,1,56.31,10/2/2021,578,FV0218 SHOES MEN REEBOK 43,1,37,Ali Taleb,578,SHOES,MEN,0,60,37,BLACK,43,October,2021
5/11/2021,1272,1,6.09,3/5/2021,1272,1091100 SHOES KIDS LEVI'S 33,6,24,Ali Taleb,1272,SHOES,KIDS,0,7,4,BLACK,33,March,2021
5/11/2021,545,1,46.07,10/2/2021,545,FX0917 SHOES WOMEN REEBOK 37,1,34,Ali Taleb,545,SHOES,WOMEN,0,50,34,GREY,37,October,2021
5/11/2021,1035,2,20.48,8/4/2021,1035,9PMTA3-P3 TAGLESS T-SHIRT MEN HANES S,4,12,Ali Taleb,1035,TAGLESS T-SHIRT,MEN,0,10,3,BLACK - GREY,S,August,2021
5/11/2021,574,1,61.43,10/2/2021,574,FX0155 SHOES MEN REEBOK 45,1,37,Ali Taleb,574,SHOES,MEN,0,60,37,WHITE,45,October,2021
5/11/2021,556,1,56.31,10/2/2021,556,FX0154 SHOES MEN REEBOK 42.5,2,74,Ali Taleb,556,SHOES,MEN,0,60,37,NAVY,42.5,October,2021
5/11/2021,568,1,50.63,10/2/2021,568,FV2526 SHOES MEN REEBOK 42.5,2,74,Ali Taleb,568,SHOES,MEN,0,60,37,NAVY,42.5,October,2021
5/11/2021,956,-1,-18.43,8/4/2021,956,43133203 T-SHIRT MEN GOODFELLOW S,1,5,Ali Taleb,956,T-SHIRT,MEN,0,18,5,BLACK,S,August,2021
5/11/2021,956,1,7.88,8/4/2021,956,43133203 T-SHIRT MEN GOODFELLOW S,1,5,Ali Taleb,956,T-SHIRT,MEN,0,18,5,BLACK,S,August,2021
5/11/2021,563,1,39.38,10/2/2021,563,H67656 SHOES WOMEN REEBOK 39,2,68,Ali Taleb,563,SHOES,WOMEN,0,50,34,WHITE,39,October,2021
5/11/2021,854,1,18.43,8/4/2021,854,564601 SHIRT MEN GOODFELLOW S,2,12,Ali Taleb,854,SHIRT,MEN,0,18,6,BLUE,S,August,2021
5/11/2021,1116,1,19.69,4/24/2021,1116,28L001 T-SHIRT MEN ADIDAS L,1,7,Ali Taleb,1116,T-SHIRT,MEN,0,20,7,GREY,L,April,2021
5/11/2021,1085,-1,-28.67,4/24/2021,1085,AM0126-010 T-SHIRT MEN COLUMBIA S,1,9,Ali Taleb,1085,T-SHIRT,MEN,0,28,9,BLACK,S,April,2021
5/11/2021,1085,1,24.81,4/24/2021,1085,AM0126-010 T-SHIRT MEN COLUMBIA S,1,9,Ali Taleb,1085,T-SHIRT,MEN,0,28,9,BLACK,S,April,2021
5/11/2021,1089,1,28.67,4/24/2021,1089,AM0126-678 T-SHIRT MEN COLUMBIA XL,1,9,Ali Taleb,1089,T-SHIRT,MEN,0,28,9,RED,XL,April,2021
5/11/2021,1336,1,19.69,3/5/2021,1336,40VO261-402 T-SHIRT MEN CALVIN KLEIN XL,1,12,Ali Taleb,1336,T-SHIRT,MEN,0,22,12,BLACK,XL,March,2021
5/12/2021,583,1,61.42,10/2/2021,583,FW6699 SHOES MEN REEBOK 42.5,1,37,Ali Taleb,583,SHOES,MEN,0,60,37,BLUE,42.5,October,2021
5/12/2021,1140,1,20.47,4/24/2021,1140,1290140-454 T-SHIRT MEN UNDERARMOUR S,1,7,Ali Taleb,1140,T-SHIRT,MEN,0,22,7,BLUE,S,April,2021
5/12/2021,1085,1,26.06,4/24/2021,1085,AM0126-010 T-SHIRT MEN COLUMBIA S,1,9,Ali Taleb,1085,T-SHIRT,MEN,0,28,9,BLACK,S,April,2021
5/12/2021,1073,1,20.47,4/24/2021,1073,AJ8023-833 T-SHIRT MEN NIKE L,2,16,Ali Taleb,1073,T-SHIRT,MEN,0,22,7,ORANGE,L,April,2021
5/12/2021,1076,1,20.47,4/24/2021,1076,AJ8023-433 T-SHIRT MEN NIKE L,2,16,Ali Taleb,1076,T-SHIRT,MEN,0,22,7,BLUE,L,April,2021
5/12/2021,585,1,55.84,10/2/2021,585,CN6359 SHOES MEN REEBOK 42,1,37,Ali Taleb,585,SHOES,MEN,0,60,37,GREY,42,October,2021
5/12/2021,1334,1,17.32,3/5/2021,1334,1377466 T-SHIRT MEN JACHS S,1,12,Ali Taleb,1334,T-SHIRT,MEN,0,22,12,GREEN,S,March,2021
5/12/2021,1089,-1,-24.81,4/24/2021,1089,AM0126-678 T-SHIRT MEN COLUMBIA XL,1,9,Ali Taleb,1089,T-SHIRT,MEN,0,28,9,RED,XL,April,2021
5/12/2021,1272,1,6.12,3/5/2021,1272,1091100 SHOES KIDS LEVI'S 33,6,24,Ali Taleb,1272,SHOES,KIDS,0,7,4,BLACK,33,March,2021
5/17/2021,930,1,6.3,8/4/2021,930,410276665 T-SHIRT MEN ALL IN MOTION XXL,1,5,Ali Taleb,930,T-SHIRT,MEN,0,18,5,GREEN,XXL,August,2021
5/18/2021,1332,1,20.42,3/5/2021,1332,1377466 T-SHIRT MEN JACHS L,1,12,Ali Taleb,1332,T-SHIRT,MEN,0,22,12,BLACK,L,March,2021
5/18/2021,845,1,6.12,8/4/2021,845,564601 SHIRT MEN GOODFELLOW L,1,6,Ali Taleb,845,SHIRT,MEN,0,18,6,BLACK,L,August,2021
5/18/2021,1262,1,30.62,4/24/2021,1262,1239481-001 PANTS MEN UNDERARMOUR L,1,10,Ali Taleb,1262,PANTS,MEN,0,35,10,BLACK,L,April,2021
5/18/2021,1249,1,30.62,4/24/2021,1249,XM0442-213 PANTS MEN COLUMBIA 36,1,10,Ali Taleb,1249,PANTS,MEN,0,35,10,CAMOFLAGE,36,April,2021
5/18/2021,1210,1,20.88,4/24/2021,1210,NESS9776-001 SHORTS MEN NIKE XL,1,7,Ali Taleb,1210,SHORTS,MEN,0,25,7,WHITE + BLACK,XL,April,2021
5/19/2021,599,1,18.98,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
5/19/2021,1258,1,22.12,4/24/2021,1258,P0551-003 PANTS MEN CHAMPION S,1,7,Ali Taleb,1258,PANTS,MEN,0,30,7,BLACK,S,April,2021
5/19/2021,1314,1,25.86,3/5/2021,1314,SN32719-BLK SHOES WOMEN BOBS 37.5,1,15,Ali Taleb,1314,SHOES,WOMEN,0,25,15,BLACK,37.5,March,2021
5/19/2021,1292,1,12.41,3/5/2021,1292,96002521 SHOES WOMEN UNIVERSAL THREAD 39,1,8,Ali Taleb,1292,SHOES,WOMEN,0,12,8,BLACK,39,March,2021
5/19/2021,630,1,18.43,3/22/2021,630,1351670 SHORT MEN UNDERARMOUR L,1,7,Ali Taleb,630,SHORT,MEN,0,25,7,RED,L,March,2021
5/19/2021,1300,1,9.36,3/5/2021,1300,F18496574 SLIPPERS WOMEN UNIVERSAL THREAD 9,1,7,Ali Taleb,1300,SLIPPERS,WOMEN,0,10,7,HAVAN,9,March,2021
5/19/2021,596,1,34.31,10/2/2021,596,SN23757 SHOES WOMEN SKECHERS 38,2,54,Ali Taleb,596,SHOES,WOMEN,0,48,27,BLUE,38,October,2021
5/20/2021,1321,1,22.6,3/5/2021,1321,SN32719-TPE SHOES WOMEN BOBS 38,1,15,Ali Taleb,1321,SHOES,WOMEN,0,25,15,BIEGE,38,March,2021
5/20/2021,668,1,11.65,8/4/2021,668,PS0005-P6 SOCKS-SPORT MEN POWER SOX 6-12,3,30,Ali Taleb,668,SOCKS-SPORT,MEN,0,15,10,MULTI,12-Jun,August,2021
5/21/2021,1107,1,19.76,4/24/2021,1107,891881-657 T-SHIRT MEN NIKE XXL,1,7,Ali Taleb,1107,T-SHIRT,MEN,0,22,7,RED,XXL,April,2021
5/21/2021,1182,1,16.17,4/24/2021,1182,AQ5591-891 TANK MEN NIKE XXL,1,8,Ali Taleb,1182,TANK,MEN,0,18,8,ORANGE,XXL,April,2021
5/21/2021,679,1,13.47,8/4/2021,679,040051233-P3 BOXER MEN GOODFELLOW XL,7,49,Ali Taleb,679,BOXER,MEN,0,15,7,MULTI,XL,August,2021
5/21/2021,1130,1,12.44,4/24/2021,1130,T0223JWU T-SHIRT MEN CHAMPION XXL,1,6,Ali Taleb,1130,T-SHIRT,MEN,0,18,6,NAVY BLUE,XXL,April,2021
5/21/2021,549,1,42.76,10/2/2021,549,FV4698 SHOES WOMEN REEBOK 38.5,1,34,Ali Taleb,549,SHOES,WOMEN,0,50,34,BORDEAU,38.5,October,2021
5/21/2021,1066,1,14.77,8/4/2021,1066,43133168 MEN TSHIRT GOODFELLOW S,1,6,Ali Taleb,1066,MEN,TSHIRT,0,18,6,PINK,S,August,2021
5/22/2021,698,1,11.33,8/4/2021,698,00630-100275-P2 BOXER MEN PAIR OF THEIVES S,6,30,Ali Taleb,698,BOXER,MEN,0,3,5,MULTI,S,August,2021
5/22/2021,598,1,35.32,10/2/2021,598,SN23757 SHOES WOMEN SKECHERS 40,1,27,Ali Taleb,598,SHOES,WOMEN,0,48,27,BLUE,40,October,2021
5/22/2021,1127,1,13.6,4/24/2021,1127,T0766G9A0 T-SHIRT MEN CHAMPION M,1,6,Ali Taleb,1127,T-SHIRT,MEN,0,18,6,GREY,M,April,2021
5/22/2021,746,1,17.08,8/4/2021,746,95STTCL JEANS PANT MEN WRANGLER 38,1,7,Ali Taleb,746,JEANS PANT,MEN,0,20,7,BLUE,38,August,2021
5/22/2021,744,1,21.35,8/4/2021,744,4100466509 JEANS PANT MEN LEVIS 36,1,9,Ali Taleb,744,JEANS PANT,MEN,0,25,9,NAVY,36,August,2021
5/22/2021,688,1,11.64,8/4/2021,688,CFFBP3-P3 BOXER MEN HANES XL,2,14,Ali Taleb,688,BOXER,MEN,0,17,7,MULTI,XL,August,2021
5/24/2021,748,1,22.76,8/4/2021,748,4100456538 JEANS PANT MEN LEVIS 40,1,9,Ali Taleb,748,JEANS PANT,MEN,0,25,9,BLUE,40,August,2021
5/24/2021,1225,1,22.76,4/24/2021,1225,842267-481 SHORTS MEN NIKE XXL,1,7,Ali Taleb,1225,SHORTS,MEN,0,25,7,BLUE,XXL,April,2021
5/24/2021,762,1,20.17,8/4/2021,762,42116718 JEANS PANT MEN GOODFELLOW 38,1,7,Ali Taleb,762,JEANS PANT,MEN,0,20,7,GREY,38,August,2021
5/24/2021,1096,1,20.03,4/24/2021,1096,AJ9649-010 T-SHIRT MEN NIKE XXL,2,14,Ali Taleb,1096,T-SHIRT,MEN,0,22,7,BLACK,XXL,April,2021
5/24/2021,1243,1,35.14,4/24/2021,1243,AR4837-036 PANTS MEN NIKE M,1,10,Ali Taleb,1243,PANTS,MEN,0,35,10,GREY,M,April,2021
5/24/2021,920,1,7.76,8/4/2021,920,45041005 T-SHIRT MEN METALLICA XXL,1,5,Ali Taleb,920,T-SHIRT,MEN,0,18,5,BLACK,XXL,August,2021
5/25/2021,597,1,35.18,10/2/2021,597,SN23757 SHOES WOMEN SKECHERS 38.5,1,27,Ali Taleb,597,SHOES,WOMEN,0,48,27,BLUE,38.5,October,2021
5/25/2021,683,1,20.1,8/4/2021,683,CSS4BBC-P4 BOXER MEN FRUIT OF THE LOOM S,4,32,Ali Taleb,683,BOXER,MEN,0,22,8,MULTI,S,August,2021
5/25/2021,1111,1,20.94,4/24/2021,1111,AR6029-663 T-SHIRT MEN NIKE XXL,1,7,Ali Taleb,1111,T-SHIRT,MEN,0,22,7,LIGHT PURPLE,XXL,April,2021
5/25/2021,941,1,11.96,8/4/2021,941,43130521 T-SHIRT MEN GOODFELLOW XXL,1,5,Ali Taleb,941,T-SHIRT,MEN,0,18,5,BLUE,XXL,August,2021
5/25/2021,937,1,11.96,8/4/2021,937,43130385 T-SHIRT MEN GOODFELLOW XXL,1,5,Ali Taleb,937,T-SHIRT,MEN,0,18,5,PINK,XXL,August,2021
5/25/2021,946,1,11.96,8/4/2021,946,43130400 T-SHIRT MEN GOODFELLOW XXL,1,5,Ali Taleb,946,T-SHIRT,MEN,0,18,5,NAVY,XXL,August,2021
5/25/2021,1323,1,24.97,3/5/2021,1323,SN32719-TPE SHOES WOMEN BOBS 39,1,15,Ali Taleb,1323,SHOES,WOMEN,0,25,15,BIEGE,39,March,2021
5/25/2021,1273,1,6.66,3/5/2021,1273,1091100 SHOES KIDS LEVI'S 34,6,24,Ali Taleb,1273,SHOES,KIDS,0,7,4,BLACK,34,March,2021
5/25/2021,1095,1,20.94,4/24/2021,1095,AJ9649-010 T-SHIRT MEN NIKE L,4,28,Ali Taleb,1095,T-SHIRT,MEN,0,22,7,BLACK,L,April,2021
5/25/2021,953,1,11.96,8/4/2021,953,43132458 T-SHIRT MEN GOODFELLOW XL,1,5,Ali Taleb,953,T-SHIRT,MEN,0,18,5,GREY,XL,August,2021
5/25/2021,569,1,55.28,10/2/2021,569,FV2526 SHOES MEN REEBOK 44,3,111,Ali Taleb,569,SHOES,MEN,0,60,37,NAVY,44,October,2021
5/25/2021,931,1,11.96,8/4/2021,931,41020586 T-SHIRT MEN ALL IN MOTION XL,1,5,Ali Taleb,931,T-SHIRT,MEN,0,18,5,BLACK,XL,August,2021
5/25/2021,933,1,11.96,8/4/2021,933,43130395 T-SHIRT MEN GOODFELLOW XXL,1,5,Ali Taleb,933,T-SHIRT,MEN,0,18,5,GREEN,XXL,August,2021
5/25/2021,909,1,17.13,8/4/2021,909,RHP1053 T-SHIRT MEN RED HOT L,1,5,Ali Taleb,909,T-SHIRT,MEN,0,18,5,BLACK,L,August,2021
5/25/2021,531,1,40.21,10/2/2021,531,FX3427 SHOES WOMEN ADIDAS 41 1\2,2,56,Ali Taleb,531,SHOES,WOMEN,0,45,28,GREY,41 1\2,October,2021
5/25/2021,750,1,16.61,8/4/2021,750,4100440004 COTTON PANT MEN LEVIS 38,1,9,Ali Taleb,750,COTTON PANT,MEN,0,25,9,BAIGE,38,August,2021
5/25/2021,751,1,16.61,8/4/2021,751,42023348 COTTON PANT MEN LEVIS 38,1,9,Ali Taleb,751,COTTON PANT,MEN,0,25,9,BAIGE,38,August,2021
5/25/2021,1320,1,22.04,3/5/2021,1320,SN32719-TPE SHOES WOMEN BOBS 37.5,1,15,Ali Taleb,1320,SHOES,WOMEN,0,25,15,BIEGE,37.5,March,2021
5/25/2021,821,1,15.46,8/4/2021,821,563487 SHORT MEN ALL IN MOTION 34,1,6,Ali Taleb,821,SHORT,MEN,0,18,6,BLUE,34,August,2021
5/25/2021,1327,1,14.69,3/5/2021,1327,001001B07 SHOES WOMEN TOMS 37.5,1,9,Ali Taleb,1327,SHOES,WOMEN,0,15,9,GREY,37.5,March,2021
5/25/2021,1315,1,22.27,3/5/2021,1315,SN32719-BLK SHOES WOMEN BOBS 38,2,30,Ali Taleb,1315,SHOES,WOMEN,0,25,15,BLACK,38,March,2021
5/26/2021,1276,-1,-6.99,3/5/2021,1276,1091100 SHOES KIDS LEVI'S 29.5,3,12,Ali Taleb,1276,SHOES,KIDS,0,7,4,BLACK,29.5,March,2021
5/26/2021,1207,1,17.47,4/24/2021,1207,FM1107-477 SHORTS MEN COLUMBIA L,2,14,Ali Taleb,1207,SHORTS,MEN,0,20,7,LIGHT BLUE,L,April,2021
5/26/2021,572,1,52.42,10/2/2021,572,FW6704 SHOES MEN REEBOK 44.5,1,37,Ali Taleb,572,SHOES,MEN,0,60,37,WHITE,44.5,October,2021
5/26/2021,1341,1,34.94,3/5/2021,1341,92822406-400 BAG ACC PUMA M,1,25,Ali Taleb,1341,BAG,ACC,0,40,25,NAVY BLUE,M,March,2021
5/26/2021,1076,1,19.41,4/24/2021,1076,AJ8023-433 T-SHIRT MEN NIKE L,2,16,Ali Taleb,1076,T-SHIRT,MEN,0,22,7,BLUE,L,April,2021
5/26/2021,638,1,22.06,3/22/2021,638,AJ8021-446 T-SHIRT MEN NIKE XL,1,7,Ali Taleb,638,TSHIRT RN,MEN,0,25,7,BLUE,XL,March,2021
5/26/2021,1304,1,9.36,3/5/2021,1304,93093373 SLIPPERS WOMEN MAD LOVE 5,2,14,Ali Taleb,1304,SLIPPERS,WOMEN,0,10,7,WHITE,5,March,2021
5/26/2021,1409,1,2.81,5/26/2021,1409,MIX ALL SOCKS MEN ALL ALL,30,15,Ali Taleb,1409,SOCKS,MEN,0,3,0.5,MULTI,ALL,May,2021
5/26/2021,1408,1,2.81,5/26/2021,1408,MIX ALL BOXER MEN ALL ALL,20,10,Ali Taleb,1408,BOXER,MEN,10,4,0.5,MULTI,ALL,May,2021
