Ref#,Date,Time,Item Code,Description,Qty In Stock,Price,Sales Qty,Sales Price,Discount %,Total Sales,Price in USD,Group,Category,"Quantity
On Hand","Retail
Price","Opening
Cost USD",Color,Size
SIH0000010,1/18/2022,19:16,705,BOXER MEN ALL IN MOTION,0,15,1,390000,34.4406,255681.66,10.32,BOXER,Men,0,15,7,MULTI,XL
SIH0000010,1/18/2022,19:16,2334,TSHIRT MEN GOODFELLOW,2,3,1,78000,34.4406,51136.332,2.06,TSHIRT,Men,2,3,1,WHITE,L
SIH0000010,1/18/2022,19:16,679,BOXER MEN GOODFELLOW,0,15,1,390000,34.4406,255681.66,10.32,BOXER,Men,0,15,7,MULTI,XL
SIH0000011,1/19/2022,20:10,1760,SHIRT MEN WEATHERPROOF,0,28,1,714000,41.3793,418551.798,17.93,SHIRT,Men,0,28,10,GREY,XL
SIH0000011,1/19/2022,20:10,1802,cap ,0,15,1,382500,0,382500,16.39,CAP,Unisex,0,15,5,,
SIH0000011,1/19/2022,16:52,1503,SHOES WOMEN CHAMPION,0,35,1,650000,0,650000,27.85,SHOES,Women,0,35,18,BLACK,36.5
SIH0000011,1/19/2022,20:10,1792,SHOES MEN ADIDAS,0,55,1,1402500,8.3333,1285625.468,55.08,SHOES,Men,0,55,27,WHITE,44
SIH0000011,1/19/2022,20:10,1785,SHOES MEN PUMA,0,55,1,1402500,8.3333,1285625.468,55.08,SHOES,Men,0,55,30,BLACK,43
SIH0000011,1/19/2022,16:52,1504,SHOES WOMEN CHAMPION,0,35,1,650000,0,650000,27.85,SHOES,Women,0,35,18,BLACK,37.5
SIH0000011,1/19/2022,20:10,3,SHOES MEN NIKE,0,75,1,1912500,8.3333,1753125.638,75.11,SHOES,Men,0,75,47,B-W-R,44.5
SIH0000011,1/19/2022,20:10,760,JEANS PANT MEN GOODFELLOW,0,20,1,510000,50,255000,10.93,JEANS PANT,Men,0,20,7,GREY,38
SIH0000011,1/19/2022,20:10,1631,JACKET MEN ALL IN MOTION,0,30,1,765000,41.3793,448448.355,19.21,JACKET,Men,0,30,6,GREY,XXL
SIH0000011,1/19/2022,20:10,1852,SHOES MEN ADIDAS,0,55,1,1402500,8.3333,1285625.468,55.08,SHOES,Men,0,55,34,GREY,44
SIH0000012,1/19/2022,17:03,216,GLOVES MOTO MEN ISOTONER,1,15,1,288000,0,288000,12.34,GLOVES,Men,1,15,6,BLACK,L
SIH0000012,1/19/2022,20:10,889,HOODIE MEN ALL IN MOTION,0,25,1,650000,55.3846,290000.1,12.42,HOODIE,Men,0,25,6,GREY,L
SIH0000012,1/19/2022,20:10,1233,SHORTS MEN UNDERARMOUR,0,25,1,650000,53.2619,303797.65,13.02,SHORTS,Men,0,25,7,BLUE,S
SIH0000012,1/19/2022,17:03,654,SOCKS-DRESS MEN GOODFELLOW,7,3,6,36000,0,216000,9.25,SOCKS-DRESS,Men,7,3,2,MULTI,12-Jun
SIH0000012,1/19/2022,20:10,1917,SWEATER MEN ORIGINAL USE,0,15,1,390000,53.2619,182278.59,7.81,SWEATER,Men,0,15,6,BLUE,XS
SIH0000012,1/19/2022,20:10,2340,PANT MEN ADIDAS,0,27,1,702000,53.2619,328101.462,14.06,PANT,Men,0,27,6,GREY,M
SIH0000012,1/19/2022,20:10,2376,SHORT MEN SPEEDO,0,12,1,312000,53.2619,145822.872,6.25,SHORT,Men,0,12,3,BLUE,XL
SIH0000012,1/19/2022,17:03,1884,JEANS MEN DENIZEN,0,25,1,528000,0,528000,22.62,JEANS,Men,0,25,10,DARK BLUE,33
SIH0000012,1/19/2022,17:03,1939,CHINO PANT MEN GOODFELLOW,0,22,1,264000,0,264000,11.31,CHINO PANT,Men,0,22,9,GREY,34
SIH0000012,1/19/2022,17:03,1933,CHINO PANT MEN GOODFELLOW,0,22,1,264000,0,264000,11.31,CHINO PANT,Men,0,22,9,BLACK,34
SIH0000012,1/19/2022,17:03,456,SHORT MEN CHAMPION,0,25,1,312000,0,312000,13.37,SHORT,Men,0,25,8,NAVY,M
SIH0000012,1/19/2022,17:03,1773,HOODIE MEN PUMA,0,38,1,840000,0,840000,35.99,HOODIE,Men,0,38,17,MULTI,S
SIH0000012,1/19/2022,17:03,1676,HOODIE MEN PUMA,0,38,1,840000,0,840000,35.99,HOODIE,Men,0,38,30,BLACK,S
SIH0000012,1/19/2022,17:03,1861,JEANS MEN GOODFELLOW,0,25,1,528000,0,528000,22.62,JEANS,Men,0,25,10,BLUE,34
SIH0000013,1/20/2022,20:25,955,T-SHIRT MEN GOODFELLOW,0,10,1,240000,62.6866,89552.16,3.86,T-SHIRT,Men,0,10,5,WHITE,S
SIH0000013,1/20/2022,20:25,1162,T-SHIRT MEN CHASOR,0,18,1,432000,62.6866,161193.888,6.94,T-SHIRT,Men,0,18,6,BLACK,M
SIH0000013,1/20/2022,20:25,437,SHORT MEN CHAMPION,0,25,1,600000,62.6866,223880.4,9.64,SHORT,Men,0,25,8,NAVY,M
SIH0000013,1/20/2022,20:25,1677,HOODIE MEN PUMA,0,38,1,912000,12.2807,800000.016,34.44,HOODIE,Men,0,38,30,BLACK,M
SIH0000013,1/20/2022,20:25,1167,T-SHIRT MEN CHASOR,0,18,1,432000,62.6866,161193.888,6.94,T-SHIRT,Men,0,18,6,BLACK,M
SIH0000013,1/20/2022,20:25,1736,PANT MEN GLACIER,0,25,1,600000,0,600000,25.83,PANT,Men,0,25,16,NAVY,XL
SIH0000013,1/20/2022,20:25,2001,JACKET MEN NIKE,0,38,1,912000,12.2807,800000.016,34.44,JACKET,Men,0,38,13,WHITE,S
SIH0000013,1/20/2022,20:25,1679,HOODIE MEN PUMA,0,38,1,912000,12.2807,800000.016,34.44,HOODIE,Men,0,38,30,BLACK,XL
SIH0000013,1/20/2022,20:25,1734,PANT MEN GLACIER,0,25,1,600000,0,600000,25.83,PANT,Men,0,25,16,BLACK,L
SIH0000013,1/20/2022,20:25,1924,HOODIE MEN ORIGINAL USE,0,20,1,480000,62.6866,179104.32,7.71,HOODIE,Men,0,20,6,GREY,S
SIH0000013,1/20/2022,20:25,1163,T-SHIRT MEN CHASOR,0,18,1,432000,62.6866,161193.888,6.94,T-SHIRT,Men,0,18,6,BLACK,L
SIH0000013,1/20/2022,20:25,457,SHORT MEN CHAMPION,0,25,1,600000,62.6866,223880.4,9.64,SHORT,Men,0,25,8,GREY,M
SIH0000014,1/20/2022,20:25,2317,BOXER MEN HANES,-4,4,1,96000,50.5208,47500.032,2.04,BOXER,Men,0,4,1,MULTI,L
SIH0000014,1/20/2022,20:36,2339,SOCKS MEN FRUIT OF THE LOOM,0,2,1,20000,0,20000,1,SOCKS,Men,0,2,1,BLACK,6\12
SIH0000014,1/20/2022,20:36,972,BOXER MEN HANES,4,3,1,20000,0,20000,1,BOXER,Men,0,3,1,MULTI,M
SIH0000014,1/20/2022,20:25,1740,JEANS MEN BUFFALO,0,25,1,600000,12.6506,524096.4,22.56,JEANS,Men,0,25,14,BLUE,34
SIH0000014,1/20/2022,20:25,92,SHOES MEN SKECHERS,0,55,1,1320000,12.6506,1153012.08,49.63,SHOES,Men,0,55,36,FULL BLACK,44
SIH0000014,1/20/2022,20:25,2321,BOXER MEN FRUIT OF THE LOOM,2,4,1,96000,50.5208,47500.032,2.04,BOXER,Men,0,4,1,MULTI,XL
SIH0000014,1/20/2022,20:36,680,BOXER MEN GOODFELLOW,0,15,1,130000,0,130000,5.6,BOXER,Men,0,15,7,MULTI,L
SIH0000014,1/20/2022,20:36,665,SOCKS-WINTER MEN PKWY,4,6,1,60000,0,60000,2.58,SOCKS-WINTER,Men,0,6,3,MULTI,12-Jun
SIH0000014,1/20/2022,20:25,654,SOCKS-DRESS MEN GOODFELLOW,7,3,1,72000,12.6506,62891.568,2.71,SOCKS-DRESS,Men,7,3,2,MULTI,12-Jun
SIH0000014,1/20/2022,20:36,654,SOCKS-DRESS MEN GOODFELLOW,7,3,1,20000,0,20000,1,SOCKS-DRESS,Men,7,3,2,MULTI,12-Jun
SIH0000014,1/20/2022,20:36,1625,SHIRT MEN WEATEHERPROOF,0,25,1,220000,0,220000,9.47,SHIRT,Men,0,25,13,BLACK,XL
SIH0000014,1/20/2022,20:36,662,SOCKS-SPORT MEN PAIR OF THEIVES,3,6,2,120000,0,240000,10.33,SOCKS-SPORT,Men,0,6,3,MULTI,12-Jun
SIH0000014,1/20/2022,20:36,1760,SHIRT MEN WEATHERPROOF,0,28,1,230000,0,230000,9.9,SHIRT,Men,0,28,10,GREY,XL
SIH0000014,1/20/2022,20:36,2338,SOCKS MEN ALL IN MOTION,0,2,1,30000,0,30000,1.29,SOCKS,Men,0,2,1,BLACK,6\12
SIH0000014,1/20/2022,20:36,679,BOXER MEN GOODFELLOW,0,15,1,130000,0,130000,5.6,BOXER,Men,0,15,7,MULTI,XL
SIH0000015,1/21/2022,20:45,117,SHIRT MEN SOCIETY OF THREAD,0,20,1,480000,50,240000,10.36,SHIRT,Men,0,20,10,WHITE,L
SIH0000015,1/21/2022,20:45,1759,SHIRT MEN WEATHERPROOF,0,28,1,672000,41.1765,395293.92,17.07,SHIRT,Men,0,28,10,BLACK,XL
SIH0000015,1/21/2022,20:45,1042,TANKS MEN HANES,0,15,1,360000,66.6667,119999.88,5.18,TANKS,Men,0,15,5,WHITE,S
SIH0000015,1/21/2022,20:45,2420,BOOTS MEN KHOMBU,0,35,1,840000,31.0345,579310.2,25.01,BOOTS,Men,0,35,15,BROWN,45
SIH0000015,1/21/2022,20:45,1245,PANTS MEN NIKE,0,30,1,840000,33.3333,560000.28,24.18,PANTS,Men,0,30,10,GREY,S
SIH0000015,1/21/2022,20:45,654,SOCKS-DRESS MEN GOODFELLOW,7,3,2,72000,41.1765,84705.84,3.66,SOCKS-DRESS,Men,7,3,2,MULTI,12-Jun
SIH0000015,1/21/2022,20:45,1504,SHOES WOMEN CHAMPION,0,35,1,840000,28.5714,600000.24,25.91,SHOES,Women,0,35,18,BLACK,37.5
SIH0000015,1/21/2022,20:45,1934,CHINO PANT MEN GOODFELLOW,0,22,0,528000,50,0,0,CHINO PANT,Men,0,22,9,OLIVE,32
SIH0000015,1/21/2022,20:45,1934,CHINO PANT MEN GOODFELLOW,0,22,1,528000,52.5,250800,10.83,CHINO PANT,Men,0,22,9,OLIVE,32
SIH0000015,1/21/2022,20:45,680,BOXER MEN GOODFELLOW,0,15,1,360000,31.0345,248275.8,10.72,BOXER,Men,0,15,7,MULTI,L
SIH0000015,1/21/2022,20:45,876,SWEATSHIRT MEN GOODFELLOW,0,18,0,432000,50,0,0,SWEATSHIRT,Men,0,18,5,NAVY,M
SIH0000015,1/21/2022,20:45,876,SWEATSHIRT MEN GOODFELLOW,0,18,1,432000,52.5,205200,8.86,SWEATSHIRT,Men,0,18,5,NAVY,M
SIH0000015,1/21/2022,20:45,210,SOCKS MEN HANES 6-12,2,12,1,288000,31.0345,198620.64,8.58,SOCKS,Men,0,12,6.5,BLACK,6-12 Long
SIH0000015,1/21/2022,20:45,1439,JACKET MEN NIKE,0,40,1,960000,33.3333,640000.32,27.63,JACKET,Men,0,40,20,NAVY BLUE,L
SIH0000015,1/21/2022,20:45,692,BOXER MEN GOODFELLOW,-1,5,1,120000,60,48000,2.07,BOXER,Men,0,5,2,MULTI,L
SIH0000015,1/21/2022,20:45,2343,JACKET MEN ADIDAS,0,25,1,600000,31.0345,413793,17.87,JACKET,Men,0,25,6,BLUE,XXL
SIH0000016,1/21/2022,20:45,2415,P2-SOCK MEN PAIR OF THIEVES,0,5,1,120000,50,60000,2.59,P2-SOCK,Men,0,5,1,MULTI,6\12
SIH0000016,1/21/2022,20:45,2317,BOXER MEN HANES,-4,4,3,96000,51.3889,139999.968,6.04,BOXER,Men,0,4,1,MULTI,L
SIH0000016,1/21/2022,20:45,2317,BOXER MEN HANES,-4,4,1,96000,47.9167,49999.968,2.16,BOXER,Men,0,4,1,MULTI,L
SIH0000016,1/21/2022,20:45,210,SOCKS MEN HANES 6-12,2,12,1,288000,47.9167,149999.904,6.48,SOCKS,Men,0,12,6.5,BLACK,6-12 Long
SIH0000016,1/21/2022,20:45,1896,JEANS MEN LEVIS,0,28,1,672000,3.2738,650000.064,28.06,JEANS,Men,0,28,11,BLUE,30
SIH0000016,1/21/2022,20:45,2342,PANT MEN CHAMPION,0,25,1,600000,34.5238,392857.2,16.96,PANT,Men,0,25,6,BLACK,M
SIH0000016,1/21/2022,20:45,654,SOCKS-DRESS MEN GOODFELLOW,7,3,1,72000,30.5556,49999.968,2.16,SOCKS-DRESS,Men,7,3,2,MULTI,12-Jun
SIH0000016,1/21/2022,20:45,2318,BOXER MEN ALL IN MOTION,-1,4,1,96000,47.9167,49999.968,2.16,BOXER,Men,0,4,1,MULTI,L
SIH0000016,1/21/2022,20:45,2338,SOCKS MEN ALL IN MOTION,0,2,5,48000,34.5238,157142.88,6.78,SOCKS,Men,0,2,1,BLACK,6\12
SIH0000017,1/22/2022,19:32,1242,SHORTS MEN 2XIST,0,25,1,600000,56,264000,11.42,SHORTS,Men,0,25,7,RED,S
SIH0000017,1/22/2022,19:32,1788,SHOES MEN PUMA,-1,55,1,1320000,9.0909,1200000.12,51.91,SHOES,Men,0,55,30,BLACK,46
SIH0000017,1/22/2022,19:32,118,SHIRT MEN MICHEAL KOARS,0,20,1,480000,50,240000,10.38,SHIRT,Men,0,20,10,GRAY RAYE,L
SIH0000017,1/22/2022,13:24,547,SHOES WOMEN REEBOK,0,50,1,912000,0,912000,39.45,SHOES,Women,0,50,34,GREY,37.5
SIH0000017,1/22/2022,19:32,1995,SHOES MEN REEBOK,0,65,1,1560000,15.6627,1315661.88,56.91,SHOES,Men,0,65,37,BLUE,42
SIH0000017,1/22/2022,19:32,1648,HOODIE MEN GOODFELLOW,0,28,1,672000,64.2857,240000.096,10.38,HOODIE,Men,0,28,15,BLUE,S
SIH0000017,1/22/2022,19:32,2116,SHORT MEN NIKE,0,18,1,432000,15.6627,364337.136,15.76,SHORT,Men,0,18,10,CAMOFLAGE,L
SIH0000017,1/22/2022,19:32,216,GLOVES MOTO MEN ISOTONER,1,15,1,360000,33.3333,240000.12,10.38,GLOVES,Men,1,15,6,BLACK,L
SIH0000018,1/22/2022,19:32,662,SOCKS-SPORT MEN PAIR OF THEIVES,3,6,2,144000,67.0139,94999.968,4.11,SOCKS-SPORT,Men,0,6,3,MULTI,12-Jun
SIH0000019,1/24/2022,20:03,2408,P2-BOXER MEN PAIR OF THIEVES,0,10,-1,240000,48.9362,-122553.12,-5.17,P2-BOXER,Men,0,10,2,BLACK,S
SIH0000019,1/24/2022,20:03,2408,P2-BOXER MEN PAIR OF THIEVES,0,10,1,240000,50,120000,5.06,P2-BOXER,Men,0,10,2,BLACK,S
SIH0000019,1/24/2022,20:03,2408,P2-BOXER MEN PAIR OF THIEVES,0,10,1,240000,55.4054,107027.04,4.52,P2-BOXER,Men,0,10,2,BLACK,S
SIH0000019,1/24/2022,20:03,1697,BEANIE MEN REEBOK,0,20,1,480000,25,360000,15.19,BEANIE,Men,0,20,15,NAVY,MSC
SIH0000019,1/24/2022,20:03,1697,BEANIE MEN REEBOK,0,20,-1,480000,48.9362,-245106.24,-10.34,BEANIE,Men,0,20,15,NAVY,MSC
SIH0000019,1/24/2022,20:03,1697,BEANIE MEN REEBOK,0,20,1,480000,50,240000,10.13,BEANIE,Men,0,20,15,NAVY,MSC
SIH0000019,1/24/2022,20:03,1439,JACKET MEN NIKE,0,40,-1,960000,50,-480000,-20.25,JACKET,Men,0,40,20,NAVY BLUE,L
SIH0000019,1/24/2022,20:03,2410,P3-BOXER MEN HANES,0,12,-1,288000,48.9362,-147063.744,-6.21,P3-BOXER,Men,0,12,2,MULTI,M
SIH0000019,1/24/2022,20:03,2410,P3-BOXER MEN HANES,0,12,1,288000,50,144000,6.08,P3-BOXER,Men,0,12,2,MULTI,M
SIH0000019,1/24/2022,20:03,2410,P3-BOXER MEN HANES,0,12,1,288000,55.4054,128432.448,5.42,P3-BOXER,Men,0,12,2,MULTI,M
SIH0000019,1/24/2022,20:03,1220,SHORTS MEN NIKE,0,25,-1,600000,48.9362,-306382.8,-12.93,SHORTS,Men,0,25,7,GREEN,S
SIH0000019,1/24/2022,20:03,1220,SHORTS MEN NIKE,0,25,1,600000,50,300000,12.66,SHORTS,Men,0,25,7,GREEN,S
SIH0000019,1/24/2022,20:03,1220,SHORTS MEN NIKE,0,25,1,600000,55.4054,267567.6,11.29,SHORTS,Men,0,25,7,GREEN,S
SIH0000019,1/24/2022,20:03,1214,SHORTS MEN NIKE,0,25,-1,600000,48.9362,-306382.8,-12.93,SHORTS,Men,0,25,7,BLUE,S
SIH0000019,1/24/2022,20:03,1214,SHORTS MEN NIKE,0,25,1,600000,50,300000,12.66,SHORTS,Men,0,25,7,BLUE,S
SIH0000019,1/24/2022,20:03,1214,SHORTS MEN NIKE,0,25,1,600000,55.4054,267567.6,11.29,SHORTS,Men,0,25,7,BLUE,S
SIH0000019,1/24/2022,20:03,1278,SHOES KIDS GERBER,0,11,1,264000,36.3636,168000.096,7.09,SHOES,Kids,0,11,10,GREY,19
SIH0000019,1/24/2022,20:03,1406,SHOES MEN CHAMPION,0,38,1,912000,7.8947,840000.336,35.44,SHOES,Men,0,38,22,WHITE,47.5
SIH0000019,1/24/2022,20:03,2337,SOCKS MEN POWERSOX,-1,2,1,48000,0,48000,2.03,SOCKS,Men,0,2,1,BLACK,6\12
SIH0000019,1/24/2022,20:03,2337,SOCKS MEN POWERSOX,-1,2,-1,48000,48.9362,-24510.624,-1.03,SOCKS,Men,0,2,1,BLACK,6\12
SIH0000019,1/24/2022,20:03,2337,SOCKS MEN POWERSOX,-1,2,1,48000,55.4054,21405.408,1,SOCKS,Men,0,2,1,BLACK,6\12
SIH0000020,1/24/2022,20:03,2086,P3-SOCKS MEN PAIR OF,0,9,1,216000,53.7037,100000.008,4.22,P3-SOCKS,Men,0,9,6,MULTI,
SI0000001,1/25/2022,14:47,540,SHOES WOMEN REEBOK,0,50,1,912000,0,912000,38.85,SHOES,Women,0,50,34,BLACK,37.5
SIH0000021,1/25/2022,20:07,2350,PANT MEN GOODFELLOW,0,18,1,432000,65.1163,150697.584,6.42,PANT,Men,0,18,6,GREY,S
SIH0000021,1/25/2022,20:07,805,SPORT PANT MEN GOODFELLOW,0,25,1,600000,65.1163,209302.2,8.92,SPORT PANT,Men,0,25,6,BLUE,XS
SIH0000021,1/25/2022,20:07,824,SHORT MEN GOODFELLOW,0,18,1,432000,47.3684,227368.512,9.69,SHORT,Men,0,18,6,BLUE,28
SIH0000021,1/25/2022,20:07,2458,PANT MEN ORIGINAL USE,0,20,1,480000,47.3684,252631.68,10.76,PANT,Men,0,20,5,BLACK,S
SIH0000022,1/25/2022,20:07,658,SOCKS-SPORT MEN GOODFELLOW,3,2,3,48000,2.7778,139999.968,5.96,SOCKS-SPORT,Men,0,2,1.5,WHITE,12-Jun
SIH0000023,1/26/2022,21:08,662,SOCKS-SPORT MEN PAIR OF THEIVES,3,6,1,144000,0,144000,6.2,SOCKS-SPORT,Men,0,6,3,MULTI,12-Jun
SIH0000024,1/26/2022,21:08,877,SWEATSHIRT MEN GOODFELLOW,0,18,1,432000,54.6512,195906.816,8.44,SWEATSHIRT,Men,0,18,5,GREY,M
SIH0000024,1/26/2022,21:08,885,HOODIE MEN GOODFELLOW,0,25,1,600000,54.6512,272092.8,11.72,HOODIE,Men,0,25,6,NAVY,M
SIH0000025,1/27/2022,20:10,1650,HOODIE MEN GOODFELLOW,0,28,1,672000,50.9434,329660.352,14.42,HOODIE,Men,0,28,15,BLUE,XXL
SIH0000025,1/27/2022,20:10,787,COTTON PANT MEN HAGGAR,0,20,1,480000,50,240000,10.5,COTTON PANT,Men,0,20,7,GREY,34
SIH0000025,1/27/2022,20:10,1358,HOODIE MEN CHAMPION,0,25,1,600000,50.9434,294339.6,12.87,HOODIE,Men,0,25,12,GREY,XXL
SIH0000025,1/27/2022,20:10,2116,SHORT MEN NIKE,0,18,1,432000,50,216000,9.45,SHORT,Men,0,18,10,CAMOFLAGE,L
SIH0000025,1/27/2022,20:10,1356,SHIRT MEN CHAMPION,0,20,1,480000,52.0548,230136.96,10.07,SHIRT,Men,0,20,7,RED,XL
SIH0000025,1/27/2022,20:10,2383,CHINO PANT MEN ALL IN MOTION,0,20,1,480000,50,240000,10.5,CHINO PANT,Men,0,20,3,GREY,34
SIH0000025,1/27/2022,20:10,1394,S0888WJ3 SHIRT MEN CHAMPION,0,20,1,480000,50,240000,10.5,SHIRT,Men,0,20,6,RED,XXL
SIH0000025,1/27/2022,20:10,1359,HOODIE MEN CHAMPION,0,25,1,600000,52.0548,287671.2,12.58,HOODIE,Men,0,25,12,GREEN,XXL
SIH0000025,1/27/2022,20:10,1649,HOODIE MEN GOODFELLOW,0,28,1,672000,52.0548,322191.744,14.09,HOODIE,Men,0,28,15,BLUE,XL
SIH0000026,1/27/2022,19:27,1786,SHOES MEN PUMA,0,55,1,1320000,9.0909,1200000.12,52.48,SHOES,Men,0,55,30,BLACK,44
SIH0000026,1/27/2022,19:27,1507,SHOES WOMEN CHAMPION,0,35,1,840000,39.5833,507500.28,22.2,SHOES,Women,0,35,18,BLACK,41
SIH0000026,1/27/2022,19:27,1211,SHORTS MEN NIKE,0,25,1,600000,39.5833,362500.2,15.85,SHORTS,Men,0,25,7,GREY,S
SIH0000027,1/28/2022,19:44,803,SPORT PANT MEN GOODFELLOW,0,25,1,600000,60,240000,10.63,SPORT PANT,Men,0,25,6,LIGHT GREY,XXL
SIH0000027,1/28/2022,19:44,1918,SWEATER MEN ORIGINAL USE,0,15,1,360000,50,180000,7.97,SWEATER,Men,0,15,6,BLUE,XL
SIH0000027,1/28/2022,19:44,2351,HOODIE MEN GOODFELLOW,0,25,1,600000,50,300000,13.28,HOODIE,Men,0,25,6,NAVY,S
SIH0000027,1/28/2022,19:44,642,COTTON PANT MEN NIKE,0,25,1,600000,7.4074,555555.6,24.6,COTTON PANT,Men,0,25,12,WHITE,L
SIH0000027,1/28/2022,19:44,891,HOODIE MEN GOODFELLOW,0,25,1,600000,50,300000,13.28,HOODIE,Men,0,25,6,OILY,XXL
SIH0000027,1/28/2022,19:44,2317,BOXER MEN HANES,-4,4,2,96000,50,96000,4.25,BOXER,Men,0,4,1,MULTI,L
SIH0000027,1/28/2022,19:44,1657,HOODIE MEN NIKE,0,38,1,912000,7.8947,840000.336,37.19,HOODIE,Men,0,38,18,CAMO,S
SIH0000027,1/28/2022,19:44,2331,TANK MEN GOODFELLOW,0,1,2,24000,7.4074,44444.448,1.97,TANK,Men,0,1,0.5,BLACK,L
SIH0000027,1/28/2022,19:44,666,SOCKS-WINTER MEN PKWY,1,3,1,72000,66.6667,23999.976,1.06,SOCKS-WINTER,Men,1,3,1.5,MULTI,12-Jun
SIH0000028,1/28/2022,19:44,1786,SHOES MEN PUMA,0,55,-1,1320000,0,-1320000,-58.44,SHOES,Men,0,55,30,BLACK,44
SIH0000028,1/28/2022,19:44,212,SOCKS MEN HANES 6-12,0,12,1,288000,53.125,135000,5.98,SOCKS,Men,0,12,6.5,WHITE,6-12 Long
SIH0000028,1/28/2022,19:44,1787,SHOES MEN PUMA,0,55,1,1320000,0,1320000,58.44,SHOES,Men,0,55,30,BLACK,44.5
SIH0000029,1/29/2022,20:25,2328,TANK MEN FRUIT OF THE LOOM,2,1,1,23500,0,23500,1.06,TANK,Men,0,1,0.5,WHITE,M
SIH0000029,1/29/2022,20:25,1943,CARGO PANT MEN WRANGLER,0,18,1,423000,16.6667,352499.859,15.83,CARGO PANT,Men,0,18,9,GREY,36
SIH0000029,1/29/2022,20:25,219,GLOVES WOMEN ISOTONER,0,15,1,352500,33.3333,235000.1175,10.56,GLOVES,Women,0,15,6,BLACK LEATHER,M
SIH0000029,1/29/2022,20:25,2330,TANK MEN GOODFELLOW,0,1,8,23500,0,188000,8.45,TANK,Men,0,1,0.5,BLACK,M
SIH0000029,1/29/2022,20:25,98,JACKET MEN INC,0,35,1,822500,62.8571,305500.3525,13.72,JACKET,Men,0,35,16,BLACK,L
SIH0000030,1/29/2022,20:25,989,NOSHOW VEE MEN HANES,0,12,1,282000,49.1726,143333.268,6.44,NOSHOW VEE,Men,0,12,4,GREY,S
SIH0000030,1/29/2022,20:25,1426,TSHIRT ALL TSHIRT MEN ALL,18,5,2,117500,49.1726,119444.39,5.37,TSHIRT,Men,0,5,0.5,NONE,ALL
SIH0000030,1/29/2022,20:25,874,SWEATSHIRT MEN GOODFELLOW,0,18,1,423000,43.1461,240491.997,10.8,SWEATSHIRT,Men,0,18,5,BROWN,M
SIH0000030,1/29/2022,20:25,1915,T-SHIRT MEN GOODFELLOW,0,18,1,423000,43.1461,240491.997,10.8,T-SHIRT,Men,0,18,6,BLACK,M
SIH0000030,1/29/2022,20:25,1619,SHIRT MEN BOLLE,0,25,1,587500,43.1461,334016.6625,15,SHIRT,Men,0,25,13,GREY+WHITE,M
SIH0000030,1/29/2022,20:25,2317,BOXER MEN HANES,-4,4,1,94000,49.1726,47777.756,2.15,BOXER,Men,0,4,1,MULTI,L
SIH0000030,1/29/2022,20:25,232,SOCKS MEN PERRY ELLIS,2,10,1,235000,49.1726,119444.39,5.37,SOCKS,Men,0,10,4,6 COLORS,ALL
SIH0000030,1/29/2022,20:25,512,SHOES MEN PUMA,0,60,1,1410000,26.9504,1029999.36,46.27,SHOES,Men,0,60,37,WHITE,42
SIH0000031,1/31/2022,20:44,1269,THERMAL PANTS MEN NIKE,0,20,1,470000,23.0769,361538.57,17.04,THERMAL PANTS,Men,0,20,8,BLACK,XXL
SIH0000031,1/31/2022,20:44,2430,PANT PANT MEN ALL IN MOTION,0,6,1,141000,23.0769,108461.571,5.11,PANT,Men,0,6,1,GREY,S
SIH0000031,1/31/2022,20:44,1787,SHOES MEN PUMA,0,55,1,1292500,0,1292500,60.93,SHOES,Men,0,55,30,BLACK,44.5
SIH0000031,1/31/2022,20:44,1253,PANTS MEN CHAMPION,1,20,1,470000,50,235000,11.08,PANTS,Men,0,20,7,GREY,M
SIH0000031,1/31/2022,20:44,959,A-SHIRT MEN FRUIT OF THE LOOM,3,1,2,23500,0,47000,2.22,A-SHIRT,Men,0,1,0.5,WHITE,XL
SIH0000031,1/31/2022,20:44,891,HOODIE MEN GOODFELLOW,0,25,-1,587500,48,-305500,-14.4,HOODIE,Men,0,25,6,OILY,XXL
SIH0000031,1/31/2022,20:44,1717,SHOES MEN REEBOK,0,60,1,1410000,0,1410000,66.47,SHOES,Men,0,60,40,BLACK,46
SIH0000031,1/31/2022,20:44,1387,SHIRT MEN RVCA,0,20,1,470000,0,470000,22.16,SHIRT,Men,0,20,6,ORANGE,L
SIH0000032,1/31/2022,20:44,525,SHOES MEN ADIDAS,0,55,1,1155000,0.4329,1150000.005,54.22,SHOES,Men,0,55,35,GREY,42
SIH0000032,1/31/2022,20:44,1892,JEANS MEN LEVIS,0,28,1,588000,1.3605,580000.26,27.34,JEANS,Men,0,28,11,BLUE,32
SIH0000032,1/31/2022,20:44,667,SOCKS-DRESS MEN GOLD TOE,0,10,1,235000,63.8298,84999.97,4.01,SOCKS-DRESS,Men,0,10,9,MULTI,12-Jun
SIH0000032,1/31/2022,20:44,1779,SHOES MEN PUMA,1,55,1,1292500,1.354,1274999.55,60.11,SHOES,Men,0,55,30,NAVY,44.5
SIH0000032,1/31/2022,20:44,232,SOCKS MEN PERRY ELLIS,2,10,1,235000,63.8298,84999.97,4.01,SOCKS,Men,0,10,4,6 COLORS,ALL
SIH0000033,2/1/2022,18:13,1761,HOODIE MEN 32DEGREE,0,25,1,300000,0,300000,14.93,HOODIE,Men,0,25,10,GREY,S
