Ref#,Date,Time,Item Code,Description,Qty In Stock,Price,Sales Qty,Sales Price,Discount %,Total Sales,Price in USD,Group,Category,"Quantity
On Hand","Retail
Price","Opening
Cost USD",Color,Size
SIH0000037,3/13/2021,17:47,475,PARFUM MEN BRUT,1,2,1,23600,13.0435,20521.734,1.71,none PARFUM,Men,0,2,1.5,none,none
SIH0000037,3/13/2021,17:47,190,POLO TSHIRT MEN ALFANI,0,28,1,330400,13.0435,287304.276,23.96,POLO,Men,0,28,6,BLUE,XXL
SIH0000037,3/13/2021,17:47,232,SOCKS MEN PERRY ELLIS,2,10,1,118000,13.0435,102608.67,8.56,SOCKS,Men,0,10,4,6 COLORS,ALL
SIH0000037,3/13/2021,17:47,74,SHOES MEN SKECHERS,0,55,1,649000,13.0435,564347.685,47.07,SHOES,Men,0,55,36,NAVY-BEIGE,41.5
SIH0000038,3/13/2021,18:01,375,SHORT MIX KIDS MIX,1,5,1,59000,32.2034,39999.994,3.34,SHORT,Kids,0,5,3,MIX,MIX
SIH0000038,3/13/2021,18:01,375,SHORT MIX KIDS MIX,1,5,1,59000,67.7966,19000.006,1.58,SHORT,Kids,0,5,3,MIX,MIX
SRH0000002,3/13/2021,,375,SHORT MIX KIDS MIX,1,5,-1,19000,0,-19000,-1.58,SHORT,Kids,0,5,3,MIX,MIX
SIH0000039,3/15/2021,19:37,126,HOODIES FLEECE MEN PUMA,0,35,1,437500,0,437500,33.52,HOODIE,Men,0,35,22,BLACK,M
SIH0000039,3/15/2021,12:22,509,CLEANER ALL GLASS CLEANER,1,2,1,15000,0,15000,1.15,none CLEANER,Unisex,0,2,1,none,none
SIH0000039,3/15/2021,19:37,77,SHOES MEN SKECHERS,0,55,1,687500,9.0909,625000.0625,47.89,SHOES,Men,0,55,34,NAVY-GREY,41
SIH0000039,3/15/2021,12:22,484,CLEANER ALL ALIO,-1,1,2,8000,0,16000,1.23,none CLEANER,Unisex,0,1,0.5,none,none
SIH0000039,3/15/2021,12:22,494,CREME WOMEN BALEA MED,-1,2,1,15000,0,15000,1.15,none CREME,Women,0,2,1,none,none
SIH0000039,3/15/2021,12:22,480,CREME WOMEN LACURA,6,5,1,20000,0,20000,1.53,none CREME,Women,0,5,3,none,none
SIH0000039,3/15/2021,12:22,483,CLEANER ALL W5 DISH WASH,12,1,1,8000,0,8000,1,none CLEANER,Unisex,0,1,0.5,none,none
SIH0000039,3/15/2021,12:22,487,CLEANER ALL WINGO,48,1,1,8000,0,8000,1,none CLEANER,Unisex,0,1,0.6,none,none
SIH0000039,3/15/2021,19:37,88,SHOES MEN SKECHERS,0,55,1,687500,9.0909,625000.0625,47.89,SHOES,Men,0,55,36,FULL BLACK,41
SIH0000040,3/15/2021,19:37,480,CREME WOMEN LACURA,6,5,1,62500,20,50000,3.83,none CREME,Women,0,5,3,none,none
SIH0000040,3/15/2021,19:37,494,CREME WOMEN BALEA MED,-1,2,1,25000,20,20000,1.53,none CREME,Women,0,2,1,none,none
SIH0000041,3/17/2021,19:37,25,SHOES MEN PUMA,0,40,1,600000,0,600000,43.98,SHOES,Men,0,40,27,WHITE,44.5
SIH0000042,3/17/2021,19:37,496,GEL ALL DENT,21,1,2,14300,47.5524,15000.0136,1.1,none GEL,Unisex,0,1,0.5,none,none
SIH0000042,3/17/2021,19:37,604,SHOES MEN LEVIS,0,28,1,400400,37.5624,250000.1504,18.32,SHOES,Men,0,28,20,BALCK,43
SIH0000042,3/17/2021,19:37,138,SPORT JACKET MEN CRIVIT,0,15,1,225000,11.1111,200000.025,14.66,JACKET,Men,0,15,5,BLUE,XL
SIH0000042,3/17/2021,19:37,618,SHOES KIDS SCKECHERS,0,8,1,114400,56.2937,50000.0072,3.66,SHOES,Kids,0,8,3,BLACK,18.5
SIH0000042,3/17/2021,19:37,476,PARFUM MEN AXE,2,2,1,28600,12.5874,25000.0036,1.83,none PARFUM,Men,0,2,1.5,none,none
SRH0000003,3/18/2021,,618,SHOES KIDS SCKECHERS,0,8,-1,50000,0,-50000,-4.15,SHOES,Kids,0,8,3,BLACK,18.5
SIH0000043,3/19/2021,19:13,230,SLIPPERS MEN FILA,0,20,1,230000,4.3478,220000.06,18.84,SLIPPERS,Men,0,20,12,NAVY,12
SIH0000043,3/19/2021,8:12,231,BALL ACC ADIDAS,1,20,1,150000,0,150000,12.84,BALL,Sports,0,20,14.5,WHITE BLUE,5
SIH0000043,3/19/2021,19:13,541,SHOES WOMEN REEBOK,0,50,1,575000,2.6087,559999.975,47.95,SHOES,Women,0,50,34,GREY,38.5
SIH0000044,3/19/2021,10:15,96,SHOES MEN REEBOK,1,45,1,501000,0,501000,42.9,SHOES,Men,0,45,30,LEATHER BLACK,42.5
SIH0000045,3/19/2021,16:01,206,BOXERS MEN PUMA,1,20,1,230000,0,230000,19.7,BOXER,Men,0,20,14.25,BLACK GRAY,L
SIH0000044,3/20/2021,19:35,145,HOODIES FLEECE MEN LIVERGY,0,15,1,172500,1.4493,169999.9575,15.28,HOODIE,Men,0,15,15,BLUE,XXL
SIH0000046,3/22/2021,8:29,60,SHOES MEN CHAMPION,0,55,1,406000,0,406000,32.22,SHOES,Men,0,55,30,WHITE,44
SIH0000047,3/22/2021,8:30,565,SHOES WOMEN REEBOK,0,50,1,575000,0,575000,45.63,SHOES,Women,0,50,34,WHITE,38.5
SIH0000045,3/23/2021,19:26,644,SPORT TSHIRT MEN NIKE,0,25,1,287500,0,287500,21.3,SPORT TSHIRT,Men,0,25,6,BLACK,XL
SIH0000045,3/23/2021,19:26,92,SHOES MEN SKECHERS,0,55,1,632500,9.0909,575000.0575,42.59,SHOES,Men,0,55,36,FULL BLACK,44
SIH0000046,3/25/2021,19:59,21,FTBL SHOES MEN NIKE,0,45,1,585000,8.8889,532999.935,41.97,SHOES,Men,0,45,26,BLUE-YELOW,45
SIH0000048,3/25/2021,10:27,247,SHOES WOMEN NB,0,25,1,133000,0,133000,10.47,SHOES,Women,0,25,10,PINK,36
SIH0000047,3/26/2021,19:58,90,SHOES MEN SKECHERS,1,55,1,715000,18.1818,585000.13,45.47,SHOES,Men,0,55,36,FULL BLACK,43
SIH0000048,3/26/2021,19:58,475,PARFUM MEN BRUT,1,2,1,26000,23.0769,20000.006,1.55,none PARFUM,Men,0,2,1.5,none,none
SIH0000049,3/26/2021,19:57,234,SHOES WOMEN NB,0,25,1,136000,0,136000,10.57,SHOES,Women,0,25,10,GRAY PINK,33.5
SIH0000050,3/26/2021,20:03,266,SHOES WOMEN FILA,0,30,1,390000,0,390000,30.32,SHOES,Women,0,30,16,BLACK,41
SIH0000049,3/27/2021,19:19,211,SOCKS MEN HANES 6-12,0,12,1,156000,16.6667,129999.948,10.28,SOCKS,Men,0,12,6.5,BLACK,6-12 Short
SIH0000049,3/27/2021,19:19,59,SHOES MEN CHAMPION,-1,55,1,715000,45.4545,390000.325,30.83,SHOES,Men,0,55,30,WHITE,44.5
SIH0000049,3/27/2021,19:19,523,SHOES MEN PUMA,0,60,1,780000,8.3333,715000.26,56.52,SHOES,Men,0,60,37,BLACK,46
SIH0000049,3/27/2021,19:19,282,SHOES MEN POLO BH,0,14,1,182000,0,182000,14.39,SHOES,Men,0,14,8,WHITE,11(44)
SIH0000050,3/27/2021,19:19,278,SHOES MEN POLO BH,0,14,1,182000,36.9231,114799.958,9.08,SHOES,Men,0,14,8,GREY,12(45)
SIH0000051,3/27/2021,9:32,480,CREME WOMEN LACURA,6,5,2,20000,0,40000,3.16,none CREME,Women,0,5,3,none,none
SIH0000051,3/27/2021,9:32,479,CREME WOMEN OMBIA CREME,69,3,1,20000,0,20000,1.58,none CREME,Women,0,3,1.1,none,none
SIH0000052,3/27/2021,11:24,243,SHOES WOMEN NB,0,25,1,133000,0,133000,10.51,SHOES,Women,0,25,10,GRAY GREEN PINK,35
SIH0000053,3/27/2021,17:42,247,SHOES WOMEN NB,0,25,1,133000,0,133000,10.51,SHOES,Women,0,25,10,PINK,36
SIH0000054,3/29/2021,12:32,248,SHOES WOMEN NB,0,25,1,133000,0,133000,10.45,SHOES,Women,0,25,10,MAUVE,40.5
SIH0000051,3/30/2021,19:49,491,CREME WOMEN TODAY CREME,1,2,1,26000,23.0769,20000.006,1.57,none CREME,Women,0,2,1,none,none
SIH0000051,3/30/2021,19:49,614,N SHOES KIDS SCKECHERS,0,15,1,195000,48.7179,100000.095,7.84,SHOES,Kids,0,15,8,ORANGE,25.5
SIH0000051,3/30/2021,19:49,483,CLEANER ALL W5 DISH WASH,12,1,4,13000,23.0769,40000.012,3.14,none CLEANER,Unisex,0,1,0.5,none,none
SIH0000055,3/30/2021,16:51,250,SHOES WOMEN NB,0,25,1,136000,0,136000,10.67,SHOES,Women,0,25,10,RED,37.5
SIH0000055,3/30/2021,16:51,336,SHOES GIRL SKECHERS,0,13,1,100000,0,100000,7.84,SHOES,Women,0,13,8,BLACK,27.5
SIH0000052,3/31/2021,19:58,163,SPORT PANT MEN DIPLOMACY,0,27,1,351000,0,351000,28.28,PANT,Men,0,27,10.5,BLACK,XL
SIH0000052,3/31/2021,19:58,58,SHOES MEN CHAMPION,0,55,1,715000,44.0839,399800.115,32.21,SHOES,Men,0,55,30,WHITE,45
SIH0000052,3/31/2021,19:58,487,CLEANER ALL WINGO,48,1,3,13000,23.0769,30000.009,2.42,none CLEANER,Unisex,0,1,0.6,none,none
SIH0000052,3/31/2021,19:58,249,SHOES WOMEN NB,0,25,1,325000,60,130000,10.47,SHOES,Women,0,25,10,MAUVE,36.5
SIH0000052,3/31/2021,19:58,623,HOODIE MEN UNDERARMOUR,0,38,1,494000,0,494000,39.8,HOODIE,Men,0,38,13,BLUE,XL
SIH0000052,3/31/2021,19:58,246,SHOES WOMEN NB,0,25,1,325000,60,130000,10.47,SHOES,Women,0,25,10,PINK BLACK,36
SIH0000053,4/1/2021,19:34,236,SHOES WOMEN NB,0,25,1,325000,60,130000,11.15,SHOES,Women,0,25,10,GRAY PINK,37.5
SIH0000054,4/2/2021,19:51,494,CREME WOMEN BALEA MED,-1,2,1,23200,35.3448,15000.0064,1.29,none CREME,Women,0,2,1,none,none
SIH0000054,4/2/2021,19:51,352,SHOES BABY ADIDAS,0,13,1,169000,40.8284,100000.004,8.62,SHOES,Kids,0,13,8,BROWN,22
SIH0000055,4/3/2021,19:28,645,COTTON PANT MEN NIKE,0,35,1,406000,1.4778,400000.132,34.32,COTTON PANT,Men,0,35,12,BLACK,S
SIH0000056,4/3/2021,9:42,332,SHOES GIRL SKECHERS,0,13,1,106000,0,106000,9.1,SHOES,Women,0,13,8,BLACK,27.5
SIH0000057,4/3/2021,14:43,245,SHOES WOMEN NB,0,25,1,133000,0,133000,11.41,SHOES,Women,0,25,10,MULTICOLOR,35
SIH0000058,4/3/2021,14:44,603,SHOES WOMEN NB,0,15,1,133000,0,133000,11.41,SHOES,Women,0,15,10,YELLOW,37.5
SIH0000059,4/3/2021,15:21,615,SHOES KIDS SCKECHERS,0,15,1,100000,0,100000,8.58,SHOES,Kids,0,15,8,BLUE,27
SIH0000059,4/3/2021,15:21,333,SHOES GIRL SKECHERS,0,15,1,100000,0,100000,8.58,SHOES,Women,0,15,8,GREY,35.5
SIH0000059,4/3/2021,15:21,331,SHOES GIRL SKECHERS,0,13,1,103000,0,103000,8.84,SHOES,Women,0,13,8,BLACK,28
SIH0000056,4/5/2021,20:07,205,BOXERS MEN PUMA,0,20,1,240000,1.0417,237499.92,19.94,BOXER,Men,0,20,14.25,BLACK GRAY,M
SIH0000056,4/5/2021,20:07,292,BOOTS KIDS CAT AND JACK,0,13,1,150800,40.3183,90000.0036,7.56,BOOTS,Kids,0,13,8,PINK,8
SIH0000056,4/5/2021,20:07,211,SOCKS MEN HANES 6-12,0,12,1,144000,1.0417,142499.952,11.96,SOCKS,Men,0,12,6.5,BLACK,6-12 Short
SIH0000056,4/5/2021,20:07,297,SHOES KIDS LEVIS,0,8,1,92800,46.1207,49999.9904,4.2,SHOES,Kids,0,8,4,BLACK,36
SIH0000060,4/5/2021,11:05,57,SHOES MEN CHAMPION,0,55,1,403000,0,403000,33.83,SHOES,Men,0,55,30,WHITE,46
SIH0000061,4/5/2021,14:31,236,SHOES WOMEN NB,0,25,1,133000,0,133000,11.16,SHOES,Women,0,25,10,GRAY PINK,37.5
SIH0000061,4/5/2021,14:31,246,SHOES WOMEN NB,0,25,1,130000,0,130000,10.91,SHOES,Women,0,25,10,PINK BLACK,36
SIH0000057,4/6/2021,20:29,269,SHOES WOMEN CHAMPION,0,38,1,456000,31.5789,312000.216,26.51,SHOES,Women,0,38,23,BLACK,38
SIH0000058,4/6/2021,20:29,291,BOOTS KIDS CAT AND JACK,0,13,1,156000,42.3077,89999.988,7.65,BOOTS,Kids,0,13,8,PINK,7
SIH0000058,4/6/2021,20:29,476,PARFUM MEN AXE,2,2,1,24000,6.25,22500,1.91,none PARFUM,Men,0,2,1.5,none,none
SIH0000058,4/6/2021,20:29,506,SHAMPOO ALL TODAY SHAMPOO,5,2,1,24000,6.25,22500,1.91,none SHAMPOO,Unisex,0,2,1.2,none,none
SIH0000062,4/6/2021,9:14,607,kidsboxer,0,3,2,12000,0,24000,2.04,BOXER,Kids,0,3,1,,
SIH0000062,4/6/2021,9:14,376,SHIRT MIX KIDS MIX,2,5,16,36000,0,576000,48.95,SHIRT,Kids,0,5,3,MIX,MIX
SIH0000062,4/6/2021,9:14,470,T-SHIRT GIRL POLO RL,0,18,1,120000,0,120000,10.2,POLO,Women,0,18,6,WHITE,L
SIH0000062,4/6/2021,9:14,162,SPORT PANT MEN NIKE,0,20,1,120000,0,120000,10.2,PANT,Men,0,20,5,BLACK,XL
SIH0000062,4/6/2021,9:14,611,LO PANT MEN ALL,0,15,11,84000,0,924000,78.52,PANT,Men,0,15,7,ALL,ALL
SIH0000062,4/6/2021,9:14,621,JEANS MIX,0,10,3,120000,0,360000,30.59,JEANS ,Unisex,0,10,5,,
SIH0000062,4/6/2021,9:14,414,T-SHIRT MEN TULTEX,0,12,1,96000,0,96000,8.16,T-SHIRT,Men,0,12,6,YELLOW,S
SIH0000062,4/6/2021,9:14,388,T-SHIRT WOMEN INC,0,18,1,120000,0,120000,10.2,T-SHIRT,Women,0,18,6,WHITE BLACK,S
SIH0000062,4/6/2021,9:14,370,PANT WOMEN MOTHERHOOD,0,20,1,120000,0,120000,10.2,PANT,Women,0,20,7,NAVY,S
SIH0000062,4/6/2021,9:14,374,LEGGINGS WOMEN NIKE,0,8,5,60000,0,300000,25.49,LEGGINGS,Women,0,8,3,BLACK,XS
SIH0000062,4/6/2021,9:14,371,SHIRT MIX WOMEN MIX,4,7,10,144000,0,1440000,122.37,SHIRT,Women,0,7,3,MIX,MIX
SIH0000062,4/6/2021,9:14,157,SPORT PANT MEN CRIVIT,0,20,1,120000,0,120000,10.2,PANT,Men,0,20,5,BLACK RED,XL
SIH0000062,4/6/2021,9:14,277,PANT SPORT WOMEN CRIVIT,0,10,1,120000,0,120000,10.2,PANT,Women,0,10,5,GREY,L
SIH0000062,4/6/2021,9:14,375,SHORT MIX KIDS MIX,1,5,74,36000,0,2664000,226.39,SHORT,Kids,0,5,3,MIX,MIX
SIH0000062,4/6/2021,9:14,158,COTTON PANT MEN NIKE,0,20,1,120000,0,120000,10.2,PANT,Men,0,20,5,GRAY,L
SRH0000004,4/6/2021,,292,BOOTS KIDS CAT AND JACK,0,13,-1,90000,0,-90000,-7.65,BOOTS,Kids,0,13,8,PINK,8
SIH0000059,4/7/2021,20:17,272,SHOES WOMEN CHAMPION,0,38,1,456000,34.2105,300000.12,25.15,SHOES,Women,0,38,23,BLACK,42.5
SIH0000059,4/7/2021,20:17,255,SHOES WOMEN PUMA,0,40,1,480000,1.0417,474999.84,39.82,SHOES,Women,0,40,28,Black,37
SRH0000005,4/7/2021,,269,SHOES WOMEN CHAMPION,0,38,-1,312000,0,-312000,-26.16,SHOES,Women,0,38,23,BLACK,38
SIH0000060,4/8/2021,20:33,624,JEANS PANT MEN LEVIS,0,25,1,300000,11.7647,264705.9,21.77,JEANS PANT,Men,0,25,8,MILITARY,36*32
SIH0000060,4/8/2021,20:33,599,SOCKS MEN PUMA 6,0,22,1,264000,11.7647,232941.192,19.16,SOCKS,Sports,0,22,12,BLACK\WHITE,6 12
SIH0000060,4/8/2021,20:33,79,SHOES MEN SKECHERS,0,55,1,660000,11.7647,582352.98,47.9,SHOES,Men,0,55,34,NAVY-GREY,47.5
SIH0000061,4/8/2021,20:33,648,SPORT T-SHIRT MEN NIKE,0,20,1,240000,0,240000,19.74,SPORT T-SHIRT,Men,0,20,7,BLACK,M
SIH0000061,4/8/2021,20:33,301,SHOES KIDS SKECHERS,0,15,1,180000,44.4444,100000.08,8.23,SHOES,Kids,0,15,7,BLACK,33.5
SIH0000061,4/8/2021,20:33,272,SHOES WOMEN CHAMPION,0,38,1,456000,34.2105,300000.12,24.68,SHOES,Women,0,38,23,BLACK,42.5
SIH0000061,4/8/2021,20:33,475,PARFUM MEN BRUT,1,2,1,24000,16.6667,19999.992,1.65,none PARFUM,Men,0,2,1.5,none,none
SIH0000061,4/8/2021,20:33,61,SHOES MEN CHAMPION,0,55,1,660000,39.3939,400000.26,32.9,SHOES,Men,0,55,30,WHITE,42.5
SIH0000062,4/9/2021,20:01,101,JACKET MEN UNDERARMOR,0,45,1,551250,11.1111,490000.0613,38.67,JACKET,Men,0,45,15,BLACK,M
SIH0000062,4/9/2021,20:01,476,PARFUM MEN AXE,2,2,1,24500,4.7619,23333.3345,1.84,none PARFUM,Men,0,2,1.5,none,none
SIH0000062,4/9/2021,20:01,259,SHOES WOMEN PUMA,0,40,1,490000,4.7619,466666.69,36.83,SHOES,Women,0,40,28,WHITE,"42,5"
SIH0000063,4/9/2021,20:01,430,T-SHIRT MEN NIKE,0,28,1,336000,4.7619,320000.016,25.25,T-SHIRT,Men,0,28,10,GREY,M
SIH0000063,4/9/2021,20:01,484,CLEANER ALL ALIO,-1,1,1,12000,33.3333,8000.004,1,none CLEANER,Unisex,0,1,0.5,none,none
SIH0000063,4/9/2021,20:01,483,CLEANER ALL W5 DISH WASH,12,1,8,12000,33.3333,64000.032,5.05,none CLEANER,Unisex,0,1,0.5,none,none
SIH0000063,4/9/2021,20:01,834,SHIRT MEN GOODFELLOW,0,18,1,225000,3.4921,217142.775,17.14,SHIRT,Men,0,18,6,BLUE,XL
SIH0000063,4/9/2021,20:01,788,COTTON PANT MEN WRANGLER,0,20,1,250000,3.4921,241269.75,19.04,COTTON PANT,Men,0,20,7,GREY,32
SIH0000063,4/9/2021,20:01,740,JEANS PANT MEN LEVIS,0,25,1,312500,3.4921,301587.1875,23.8,JEANS PANT,Men,0,25,9,BLACK,36
SIH0000064,4/10/2021,19:27,89,SHOES MEN SKECHERS,1,55,1,687500,9.0909,625000.0625,49.05,SHOES,Men,0,55,36,FULL BLACK,42.5
SIH0000064,4/10/2021,19:27,538,SHOES WOMEN REEBOK,0,50,1,625000,10,562500,44.15,SHOES,Women,0,50,34,BLACK PINK,38
SIH0000064,4/10/2021,12:32,689,BOXER MEN HANES,0,15,1,187500,0,187500,14.72,BOXER,Men,0,15,7,MULTI,XXL
SIH0000065,4/11/2021,15:37,599,SOCKS MEN PUMA 6,0,22,1,150000,0,150000,11.55,SOCKS,Sports,0,22,12,BLACK\WHITE,6 12
SIH0000065,4/11/2021,15:37,929,T-SHIRT MEN ALL IN MOTION,0,18,1,100000,0,100000,7.7,T-SHIRT,Men,0,18,5,GREEN,M
SIH0000065,4/11/2021,15:37,461,SHORT MEN SPEEDO,0,25,1,150000,0,150000,11.55,SHORT,Men,0,25,8,BLACK GREY,M
SIH0000065,4/11/2021,15:37,766,JEANS PANT MEN GOODFELLOW,0,20,0,150000,0,0,0,JEANS PANT,Men,0,20,7,BLUE,34
SIH0000065,4/11/2021,15:37,923,POLO T-SHIRT MEN HANES,0,20,1,100000,0,100000,7.7,POLO T-SHIRT,Men,0,20,6,NAVY,M
SIH0000065,4/11/2021,15:37,858,SHIRT MEN GOODFELLOW,0,18,1,100000,0,100000,7.7,SHIRT,Men,0,18,6,BLUE WHITE,M
SIH0000065,4/11/2021,15:37,526,SHOES MEN ADIDAS 42,0,55,1,500000,0,500000,38.51,SHOES,Sports,0,55,35,GREY,42 2\3
SIH0000065,4/11/2021,15:37,467,SHORT MEN TOMMY,0,25,1,150000,0,150000,11.55,SHORT,Men,0,25,8,NAVY WHITE,M
SIH0000065,4/11/2021,15:37,474,T-SHIRT MEN NIKE,0,22,1,150000,0,150000,11.55,T-SHIRT,Men,0,22,10,BLACK,M
SIH0000065,4/11/2021,15:37,776,JEANS PANT MEN GOODFELLOW,0,20,1,150000,0,150000,11.55,JEANS PANT,Men,0,20,7,BLUE,32
SIH0000065,4/11/2021,15:37,106,SHIRT MEN COLUMBIA,0,20,1,150000,0,150000,11.55,SHIRT,Men,0,20,10,GRAY,L
SIH0000065,4/12/2021,20:03,612,SHOES MEN LEVIS,0,28,1,350000,10.7143,312499.95,24.65,SHOES,Men,0,28,20,BEIJ,42
SIH0000066,4/13/2021,21:53,54,SHOES MEN ADIDAS,0,48,1,590400,10.5691,528000.0336,42.51,SHOES,Men,0,48,30,WHITE,45.5
SIH0000066,4/13/2021,21:53,599,SOCKS MEN PUMA 6,0,22,2,270600,11.1111,481066.7268,38.73,SOCKS,Sports,0,22,12,BLACK\WHITE,6 12
SIH0000066,4/13/2021,21:53,475,PARFUM MEN BRUT,1,2,1,24600,10.5691,22000.0014,1.77,none PARFUM,Men,0,2,1.5,none,none
SIH0000066,4/13/2021,21:53,75,SHOES MEN SKECHERS,0,55,1,676500,11.1111,601333.4085,48.41,SHOES,Men,0,55,36,NAVY-BEIGE,42
SIH0000067,4/14/2021,18:47,582,SHOES MEN REEBOK,0,60,1,738000,11.7647,651176.514,53.27,SHOES,Men,0,60,37,BLUE,42
SIH0000067,4/14/2021,18:47,205,BOXERS MEN PUMA,0,20,1,246000,11.7647,217058.838,17.76,BOXER,Men,0,20,14.25,BLACK GRAY,M
SIH0000067,4/14/2021,18:47,599,SOCKS MEN PUMA 6,0,22,1,270600,11.7647,238764.7218,19.53,SOCKS,Sports,0,22,12,BLACK\WHITE,6 12
SIH0000068,4/14/2021,18:47,335,SHOES GIRL SKECHERS,0,13,1,159900,37.4609,100000.0209,8.18,SHOES,Women,0,13,8,WHITE,27.5
SIH0000068,4/14/2021,18:47,332,SHOES GIRL SKECHERS,0,13,1,159900,37.4609,100000.0209,8.18,SHOES,Women,0,13,8,BLACK,27.5
SIH0000068,4/14/2021,18:47,319,SHOES KIDS CAT AND JACK,0,15,1,184500,51.2195,90000.0225,7.36,SHOES,Kids,0,15,8,LEATHER NAVY,6
SIH0000068,4/14/2021,18:47,342,SHOES GIRL SKECHERS,0,13,1,159900,37.4609,100000.0209,8.18,SHOES,Women,0,13,8,BLUE PINK,27.5
SIH0000069,4/15/2021,18:34,91,SHOES MEN SKECHERS,-1,55,1,676500,9.0909,615000.0615,50.57,SHOES,Men,0,55,36,FULL BLACK,43.5
SIH0000070,4/15/2021,18:34,489,ASSITON WOMEN ASSITON,1,0.5,15,6150,45.7995,49999.96125,4.11,none ASSITON,Women,0,0.5,0.2,none,none
SIH0000071,4/16/2021,18:56,406,T-SHIRT MEN COLUMBIA,0,22,1,270600,5.7971,254913.0474,20.69,T-SHIRT,Men,0,22,10,NAVY,M
SIH0000071,4/16/2021,18:56,384,T-SHIRT MEN UNDERARMOR,0,22,1,270600,5.7971,254913.0474,20.69,T-SHIRT,Men,0,22,10,GREY,M
SIH0000071,4/16/2021,18:56,636,TSHIRT RN MEN NIKE,0,25,1,307500,5.7971,289673.9175,23.51,TSHIRT RN,Men,0,25,7,RED,S
SIH0000072,4/16/2021,18:56,506,SHAMPOO ALL TODAY SHAMPOO,5,2,1,24600,2.439,24000.006,1.95,none SHAMPOO,Unisex,0,2,1.2,none,none
SIH0000072,4/16/2021,18:56,195,SPORT TSHIRT MEN ADIDAS,0,30,1,369000,26.8293,269999.883,21.91,TSHIRT,Men,0,30,8.5,GREEN,S
SIH0000073,4/17/2021,10:55,475,PARFUM MEN BRUT,1,2,1,24600,9.0909,22363.6386,1.83,none PARFUM,Men,0,2,1.5,none,none
SIH0000073,4/17/2021,10:55,89,SHOES MEN SKECHERS,1,55,1,676500,9.0909,615000.0615,50.4,SHOES,Men,0,55,36,FULL BLACK,42.5
SIH0000073,4/17/2021,10:55,738,JEANS PANT MEN LEVIS,0,25,1,307500,12,270600,22.18,JEANS PANT,Men,0,25,9,NAVY,34
SIH0000073,4/17/2021,10:55,395,T-SHIRT MEN UNDERARMOR,-1,22,1,270600,9.0909,246000.0246,20.16,T-SHIRT,Men,0,22,10,GREY,XXL
SIH0000073,4/17/2021,10:55,4,SHOES MEN NIKE,0,75,1,922500,33.3333,615000.3075,50.4,SHOES,Men,0,75,47,BLACK,45.5
SIH0000073,4/17/2021,10:55,649,SPORT T-SHIRT MEN NIKE,0,20,1,246000,9.0909,223636.386,18.33,SPORT T-SHIRT,Men,0,20,7,BLUE,XL
SIH0000073,4/17/2021,10:55,517,SHOES MEN PUMA,0,60,1,738000,16.6667,614999.754,50.4,SHOES,Men,0,60,37,GREY,42
SIH0000073,4/17/2021,10:55,81,SHOES MEN SKECHERS,0,55,1,676500,9.0909,615000.0615,50.4,SHOES,Men,0,55,36,GRAY,44
SIH0000074,4/17/2021,10:55,809,SHORT MEN ALL IN MOTION,0,18,1,221400,18.7444,179899.8984,14.74,SHORT,Men,0,18,6,BLACK,L
SIH0000074,4/17/2021,10:55,702,BOXER MEN PAIR OF THEIVES,0,7,1,86100,8.5747,78717.1833,6.45,BOXER,Men,0,7,2,MULTI,XL
SIH0000074,4/17/2021,10:55,887,HOODIE MEN GOODFELLOW,0,25,1,307500,8.5747,281132.7975,23.04,HOODIE,Men,0,25,6,NAVY,XL
SIH0000074,4/17/2021,10:55,678,BOXER MEN GOODFELLOW,1,15,1,184500,18.6992,149999.976,12.29,BOXER,Men,1,15,7,MULTI,XXL
SIH0000075,4/18/2021,10:55,93,SHOES MEN SKECHERS,0,55,1,676500,9.83,610000.05,50.23,SHOES,Men,0,55,36,FULL BLACK,44.5
SIH0000076,4/19/2021,18:04,599,SOCKS MEN PUMA 6,0,22,1,270600,9.0909,246000.0246,20.17,SOCKS,Sports,0,22,12,BLACK\WHITE,6 12
SIH0000076,4/19/2021,18:04,80,SHOES MEN SKECHERS,0,55,1,676500,9.0909,615000.0615,50.43,SHOES,Men,0,55,36,GRAY,45
SIH0000077,4/19/2021,18:04,811,SHORT MEN SPEEDO,0,25,1,307500,10.5691,275000.0175,22.55,SHORT,Men,0,25,6,BLACK GREY,M
SIH0000078,4/20/2021,18:12,855,SHIRT MEN WRANGLER,0,18,1,221400,16.6667,184499.9262,15.1,SHIRT,Men,0,18,6,RED,XL
SIH0000078,4/20/2021,18:12,1069,MEN V NECK GOODEFELLOW,0,12,1,147600,16.6667,122999.9508,10.07,MEN,Men,0,12,6,WHITE,L
SIH0000079,4/20/2021,18:12,421,T-SHIRT MEN COCACOLA,1,12,1,147600,32.2945,99933.318,8.18,T-SHIRT,Men,0,12,6,BLACK,M
SIH0000079,4/20/2021,18:12,401,T-SHIRT MEN UNDERARMOR,0,22,1,270600,18.2703,221160.5682,18.11,T-SHIRT,Men,0,22,10,NAVY,M
SIH0000079,4/20/2021,18:12,386,T-SHIRT MEN UNDERARMOR,0,22,1,270600,18.2703,221160.5682,18.11,T-SHIRT,Men,0,22,10,BLACK,M
SIH0000079,4/20/2021,18:12,438,SHORT MEN UNDERARMOR,0,25,1,307500,18.2703,251318.8275,20.57,SHORT,Men,0,25,8,BLACK,L
